epoch,seed,epoch_time_s,peak_vram_mb,alpha_e,alpha_p,train_loss,train_loss_edos,train_loss_phdos,train_loss_tv,train_loss_grad,train_loss_shape_e,train_loss_shape_p,train_loss_scale_e,train_loss_scale_p,train_loss_gap,train_loss_sum,mae_edos_mean,mae_edos_std,mae_edos_median,mse_edos_mean,mse_edos_std,r2_edos_mean,r2_edos_std,r2_edos_median,fail_rate_edos,mae_phdos_mean,mae_phdos_std,mae_phdos_median,mse_phdos_mean,mse_phdos_std,r2_phdos_mean,r2_phdos_std,r2_phdos_median,fail_rate_phdos,balanced_score
1,42,240.33315515518188,7979.36474609375,0.0,0.0,1.3250763719541985,0.6448579607397745,0.6802184089329064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7045920617340022,2.737531898587099,1.858683943748474,38.3339432208908,133.2652254551479,0.1478847925057563,0.3906757787483262,0.1965467929840088,22.89059345983044,0.0052908420791321,0.0068437329951654,0.0032530142925679,0.0006248114720396,0.0032247474939331,0.6783303702893063,0.2181524775019625,0.7298324108123779,1.0092854259184496,0.930968479020521
2,42,238.3608493804932,7978.70849609375,0.0,0.0,0.9717064260295704,0.5289692860185815,0.4427371392980146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5397162020558377,2.649977925233966,1.7302792072296145,34.471839670806574,123.46572400697175,0.2559698099420106,0.2988129637989495,0.2797349095344543,11.142511102139686,0.0048642831808381,0.0066760958438259,0.0029926309362053,0.0006041501047509,0.0040111478405924,0.6970848200250933,0.2265959942829583,0.7498924732208252,1.3726281792490918,0.8666359190829098
3,42,238.56065559387207,7978.95849609375,0.0,0.0,0.8787184386162096,0.4741876781747292,0.404530761106923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3937082763484554,2.5382376947929925,1.5946885347366333,32.161099398268505,108.12864746555144,0.273471989408346,0.4431214372827619,0.3355050683021545,11.182882519176424,0.0046738267163686,0.0063095483545676,0.0028385245241224,0.0005375929064133,0.0029879665291437,0.7191329807777005,0.2130952575667815,0.7748841643333435,0.9689140088817118,0.7987635296303779
4,42,238.4050126075745,7978.55224609375,0.0,0.0,0.8153796153205434,0.4359367063456175,0.3794429060517316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3105195901135933,2.463933754698268,1.5416913032531738,30.869460529771985,107.84414521793128,0.3321720896635413,0.3688303898760142,0.3680070638656616,6.459426725878078,0.0045485266150783,0.0060439339710764,0.0027837373781949,0.0004877977785229,0.0021591012950909,0.7311301017462076,0.2003298543228002,0.7820764780044556,0.5651998385143319,0.7722375203156844
5,42,238.28416967391968,7978.36474609375,0.0,0.0,0.7800582608347685,0.4171032438342841,0.3629550181174772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3194590984141703,2.495347809072142,1.5345547199249268,30.853769257251187,108.97216267660096,0.3318156535990256,0.3344613352664828,0.3654457330703735,6.863140896245458,0.0044978874795709,0.0060835216017099,0.0027323234826326,0.000508199012616,0.0027369072173206,0.7290237574842989,0.2088242297181134,0.7823647260665894,0.9689140088817118,0.7686435217037797
6,42,238.18899846076965,7979.11474609375,0.0,0.0,0.7501156792115937,0.4018252149485705,0.3482904645482129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.278424061127202,2.474645586289364,1.5076196193695068,30.11294230952544,109.57194442309272,0.3544927202841905,0.3261620722447039,0.3904874920845032,5.894226887363747,0.0043657785439218,0.0058892965975751,0.0026510853786021,0.0004898353006547,0.0025875565266924,0.7277441604944983,0.2157649071284949,0.786613404750824,1.2111425111021397,0.7551353523740545
7,42,243.42971563339233,7972.8046875,0.0,0.0,0.7147204265640112,0.38510731756211847,0.32961310890682954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.219553187848954,2.397921895828521,1.4700396060943604,29.323012961926324,106.26217199923892,0.3605570915874378,0.46859199794856515,0.4076029062271118,5.490512716996367,0.004277312828677395,0.0057879146204576635,0.0026012493763118982,0.00045630993478001767,0.002166320883803187,0.7486648469814429,0.20362256338278228,0.8049874305725098,0.8477997577714977,0.7363204277353361
8,42,241.29540419578552,7972.2109375,0.0,0.0,0.6759774667794625,0.36736090150936557,0.3086165639629775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1661406313706464,2.345575745774857,1.4231016635894775,29.330415600518393,118.62157287505129,0.3728585997607663,0.39752202370864465,0.42434388399124146,6.661283811061769,0.004163442283724058,0.005932263112891197,0.002466968959197402,0.00047904995926261585,0.0032926393692802873,0.7501260189938843,0.21765987472354867,0.8083678483963013,1.0092854259184496,0.7127843162743375
9,42,241.50411796569824,7971.3046875,0.0,0.0,0.6414037191411525,0.353260890291068,0.28814282730530705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1390324225427406,2.3363071008595875,1.4025585651397705,27.65074372386154,102.25749793418449,0.39409386849374506,0.3717130164686776,0.43519657850265503,5.288655631812677,0.0040375934059292086,0.0058075819117738865,0.002388691995292902,0.0004483592222507294,0.002773756917647478,0.7618752983148703,0.21218034934992402,0.8224546909332275,1.1707710940654017,0.7024736285675317
10,42,241.56177496910095,7971.2109375,0.0,0.0,0.6134160248951859,0.34244379070862246,0.2709722333072285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1191040449270053,2.3231927311813196,1.3915085792541504,27.701531206536625,107.49194885690822,0.3976880066280265,0.36241684036520727,0.4429019093513489,5.490512716996367,0.003954647888059726,0.00570729995994728,0.002353234915062785,0.0004215828263153507,0.0026878372624913826,0.7692060341361457,0.2350534490600196,0.8323726654052734,1.0496568429551878,0.6969309070846066
