epoch,seed,epoch_time_s,peak_vram_mb,alpha_e,alpha_p,train_loss,train_loss_edos,train_loss_phdos,train_loss_tv,train_loss_grad,train_loss_shape_e,train_loss_shape_p,train_loss_scale_e,train_loss_scale_p,train_loss_eta,train_loss_scalar,train_loss_gap,train_loss_sum,mae_edos_mean,mae_edos_std,mae_edos_median,mse_edos_mean,mse_edos_std,r2_edos_mean,r2_edos_std,r2_edos_median,fail_rate_edos,mae_phdos_mean,mae_phdos_std,mae_phdos_median,mse_phdos_mean,mse_phdos_std,r2_phdos_mean,r2_phdos_std,r2_phdos_median,fail_rate_phdos,balanced_score
1,42,192.9427571296692,7141.3330078125,0.0,0.0,1.2389548491208981,0.5842548996974261,0.6398766211464874,0.0,0.0,0.0,0.0,0.0,0.0,0.014823328132908313,0.0,0.0,0.0,2.7207657068909836,2.776975244576614,1.8728704452514648,38.03276796716193,131.46450468594188,0.22708083899877723,0.30552891621939743,0.26130688190460205,14.785992217898833,0.013577009036795184,0.012902364811898374,0.009751543402671814,0.0012298084094821107,0.00318864332171742,0.5646308149757501,0.259845664939575,0.6132572889328003,2.853437094682231,0.9413109943270683
2,42,190.63861632347107,7144.2080078125,0.0,0.0,0.9710005326148791,0.47419595509512813,0.4863227067849575,0.0,0.0,0.0,0.0,0.0,0.0,0.0104818698639671,0.0,0.0,0.0,2.523907290935078,2.622792471546542,1.718665361404419,35.09614404533147,117.8298547205528,0.2792396169434468,0.37489755151301213,0.32486701011657715,10.28966709900562,0.012660424328084802,0.012018223534588514,0.009079096838831902,0.0011557422442812872,0.003050729349922128,0.5877233522050679,0.2603907209304227,0.6398985385894775,3.199308257674016,0.8638722291216254
3,42,189.31626510620117,7144.8017578125,0.0,0.0,0.8855311495626075,0.42469144891469907,0.4513715231011057,0.0,0.0,0.0,0.0,0.0,0.0,0.009468178290268804,0.0,0.0,0.0,2.494221185573602,2.6630392316600267,1.6642277240753174,33.61907607357558,109.93037920667484,0.3330467857430108,0.3092733897644143,0.3646214008331299,6.571552096843926,0.012327067754943072,0.012122488486815254,0.008818166330456734,0.0011149613424987,0.003357368013206084,0.600190103517896,0.2616843369456532,0.6464893817901611,2.680501513186338,0.8365229452028871
4,42,189.32812428474426,7141.3955078125,0.0,0.0,0.8312039063527034,0.39539176358116995,0.42701309888790817,0.0,0.0,0.0,0.0,0.0,0.0,0.00879904378293098,0.0,0.0,0.0,2.4042707117273596,2.559475448622363,1.6069977283477783,32.24933180414057,108.28456816883536,0.35464086954695706,0.2967780726763249,0.38698744773864746,5.706874189364462,0.01272564454116809,0.012386145797942552,0.009122985415160656,0.0010844122220949781,0.003174364322066713,0.6164811620504064,0.2299502370174948,0.658926248550415,1.6428880242109816,0.8080603568814695
5,42,189.36603498458862,7142.3955078125,0.0,0.0,0.7972281720903185,0.3790733527423989,0.40986992375463505,0.0,0.0,0.0,0.0,0.0,0.0,0.008284896173570146,0.0,0.0,0.0,2.341124443254376,2.4958000593953913,1.5573232173919678,30.70319642139123,102.30853428270838,0.3688325642560191,0.3441684874655337,0.40114831924438477,4.885430177258971,0.011837420304528515,0.011696253407259499,0.008491242304444313,0.001067787709014628,0.003251907592579224,0.6154180229921337,0.2539438599811572,0.6658027172088623,2.7237354085603114,0.782907229848206
6,42,190.74559473991394,7141.8642578125,0.0,0.0,0.7695746289359199,0.3641969326214913,0.39734610910089607,0.0,0.0,0.0,0.0,0.0,0.0,0.008031587640985719,0.0,0.0,0.0,2.30943245611766,2.499104358115928,1.5212302207946777,31.177746926854297,111.47813033708262,0.3732418911157106,0.3804141818603237,0.41495025157928467,5.490704712494596,0.01194276279439466,0.011742089543628119,0.008619130589067936,0.0010527602046812286,0.003341560283985343,0.6262351777766929,0.24862161570924768,0.6764990091323853,2.248162559446606,0.7649246756918728
7,42,188.94381427764893,7142.2392578125,0.0,0.0,0.7316702932374091,0.3470629755248371,0.3768814065008082,0.0,0.0,0.0,0.0,0.0,0.0,0.007725912013337908,0.0,0.0,0.0,2.2599565125728036,2.4404379142673474,1.4854072332382202,30.40338348244167,106.977361769194,0.3826342623212149,0.3841859641706387,0.42768317461013794,5.663640293990489,0.011480760761888772,0.011342285179086541,0.00809239037334919,0.0010088029725501182,0.0031469724481426983,0.6400704035705371,0.2475186081693205,0.6930309534072876,1.9887591872027668,0.7467498118057847
8,42,188.91548919677734,7141.3330078125,0.0,0.0,0.6894675562524388,0.3303750311717009,0.35171815814116064,0.0,0.0,0.0,0.0,0.0,0.0,0.007374366616002387,0.0,0.0,0.0,2.2362675562732877,2.4634435091890743,1.4710978269577026,30.50417227456745,118.51573247144779,0.39919236911822337,0.38214307209341314,0.44282376766204834,4.798962386511025,0.011399543957684714,0.011351073666012916,0.008038920350372791,0.000979699026407934,0.0029929196354065543,0.6465067717609496,0.24534025615967658,0.7016031742095947,2.03199308257674,0.7395683736540377
9,42,188.86941146850586,7138.8642578125,0.0,0.0,0.6464621421108898,0.3134189086337375,0.3259862664163622,0.0,0.0,0.0,0.0,0.0,0.0,0.0070569665561247075,0.0,0.0,0.0,2.1983027446659107,2.4329821736497097,1.440746784210205,29.836970510723056,119.0134111820839,0.41202564889921856,0.36071616479374086,0.4585724472999573,4.9286640726329445,0.01105158447372885,0.011258561073902556,0.00775227090343833,0.0009606587317478406,0.003137469126560111,0.6553637665739526,0.25541903643121644,0.7110360860824585,2.248162559446606,0.7242495275568217
10,42,188.8611397743225,7143.0830078125,0.0,0.0,0.6145756849875816,0.3020533230824348,0.3056131451812565,0.0,0.0,0.0,0.0,0.0,0.0,0.006909216027786462,0.0,0.0,0.0,2.176145198167504,2.4185976282422623,1.4431401491165161,29.291369743861814,112.99406674858278,0.4151578486300731,0.3806174204713074,0.46129530668258667,4.712494595763078,0.01086053937277515,0.011074448142510658,0.007631116081029177,0.00094350000539443,0.003157668822000512,0.6582832799759769,0.2924318891055759,0.7183033227920532,2.1616947686986596,0.7253856325987726
