epoch,seed,epoch_time_s,peak_vram_mb,alpha_e,alpha_p,train_loss,train_loss_edos,train_loss_phdos,train_loss_tv,train_loss_grad,train_loss_shape_e,train_loss_shape_p,train_loss_scale_e,train_loss_scale_p,train_loss_eta,train_loss_gap,train_loss_sum,mae_edos_mean,mae_edos_std,mae_edos_median,mse_edos_mean,mse_edos_std,r2_edos_mean,r2_edos_std,r2_edos_median,fail_rate_edos,mae_phdos_mean,mae_phdos_std,mae_phdos_median,mse_phdos_mean,mse_phdos_std,r2_phdos_mean,r2_phdos_std,r2_phdos_median,fail_rate_phdos,balanced_score
11,42,202.55688500404358,7140.21533203125,0.0,0.0,0.6650840698056624,0.33228337617391984,0.31930702660927934,0.0,0.0,0.0,0.0,0.0,0.0,0.013493665807807679,0.0,0.0,2.0923846944637194,2.300492632026009,1.3724334239959717,27.0595987264996,100.41320612130546,0.4104115114271713,0.38851926968614525,0.4538344740867615,5.0464271295922485,0.013393609589758168,0.01679662398284792,0.008465705439448357,0.001620944007768793,0.007763831123013181,0.6605840061863055,0.2373569463432181,0.7100618481636047,1.6552280985062575,0.69044956471771
12,42,202.5633511543274,7143.65283203125,0.0,0.0,0.6454352327225882,0.32331733336669216,0.3088708014912202,0.0,0.0,0.0,0.0,0.0,0.0,0.013247096287220289,0.0,0.0,2.1185568677623174,2.359146000701196,1.3804118633270264,27.797315868981624,103.78934516910559,0.40661230159951256,0.38607962985780386,0.45282185077667236,4.844570044408559,0.013215276083229753,0.016775243780244878,0.008309366181492805,0.0016306766233932495,0.008932841750994527,0.6564077555676069,0.37470097956900666,0.7142791748046875,1.6148566814695196,0.6943606147542596
13,42,202.5971851348877,7139.80908203125,0.0,0.0,0.6271572712886087,0.31692471717628373,0.2970803632167728,0.0,0.0,0.0,0.0,0.0,0.0,0.0131521905539186,0.0,0.0,2.0871730288990715,2.3006708337541757,1.3735281229019165,27.172454682350764,98.1674778335934,0.4173545056550215,0.37321518246917,0.46420109272003174,4.602341542188131,0.013168960268590239,0.016881887843187605,0.008343118242919445,0.0016318857470504296,0.00900351243615527,0.6567066877322376,0.35626645556006464,0.7163404822349548,2.1396851029471136,0.690935620572418
14,42,202.63129663467407,7142.30908203125,0.0,0.0,0.6100812679367582,0.30993274391362924,0.28718546315718685,0.0,0.0,0.0,0.0,0.0,0.0,0.012963061711113704,0.0,0.0,2.055914475203168,2.264163896140639,1.3389853239059448,26.635194809340476,96.06472024710236,0.4167024780773183,0.40868722165400745,0.4735989570617676,5.2079127977392,0.012983640796671008,0.016466411652472392,0.008091630414128304,0.0015677464109696898,0.007952294371335922,0.6620786361363226,0.32806483077056237,0.7252621650695801,2.1396851029471136,0.6735384771600366
15,42,202.71063089370728,7144.12158203125,0.0,0.0,0.5940222419810257,0.3034569910553654,0.27776620721227624,0.0,0.0,0.0,0.0,0.0,0.0,0.012799044550386104,0.0,0.0,2.052321259158697,2.2745172340951862,1.3467750549316406,27.172452470214928,103.53012840729694,0.41996014163914736,0.4076704521843838,0.4735700488090515,5.329027048849415,0.012849177266233275,0.016033205183079564,0.008074541576206684,0.0015066566752372456,0.006369483978088712,0.6669993180154454,0.2922451203188991,0.7267845273017883,2.0993136859103756,0.6774247982539237
16,42,202.6114785671234,7141.40283203125,0.0,0.0,0.5763331040431058,0.29643211904705236,0.2672855626120332,0.0,0.0,0.0,0.0,0.0,0.0,0.012615422975194702,0.0,0.0,2.048924382749703,2.2722487825300206,1.3531527519226074,27.035388353889353,104.21157840898672,0.42206456372946755,0.42592390038303196,0.4789012670516968,5.329027048849415,0.0128343505158144,0.016111465061422095,0.008051080629229546,0.0015127759877510232,0.0069120604180993896,0.6683341327770419,0.3573321637937026,0.7341390252113342,2.0993136859103756,0.6806019162759185
17,42,202.60668778419495,7140.24658203125,0.0,0.0,0.5612138416113085,0.2909518068439462,0.25777312008102543,0.0,0.0,0.0,0.0,0.0,0.0,0.012488916202521091,0.0,0.0,2.034838796715445,2.28476001644601,1.3304533958435059,27.0646394290105,103.2376197040755,0.4264545746517605,0.4272719673107764,0.480840265750885,5.2079127977392,0.012737226302944745,0.015936503413640838,0.007999434135854244,0.0015074877730623963,0.006588305674804249,0.663081409544246,0.5256212307500754,0.7372065782546997,2.058942268873637,0.66922641498968
18,42,202.69441843032837,7140.12158203125,0.0,0.0,0.5439331548636039,0.28463391957290624,0.2469686111242197,0.0,0.0,0.0,0.0,0.0,0.0,0.012330625102628005,0.0,0.0,2.0488849769740827,2.311107146014017,1.319140911102295,26.904459904633296,102.44927027651978,0.42775080268499494,0.43333741263181275,0.4877534508705139,5.0464271295922485,0.01260602118948521,0.015977314104053363,0.007823614403605461,0.0015573261217921095,0.007924379974203985,0.6660510843975389,0.3235509144412713,0.7345074415206909,2.3415421881308034,0.6634822627529502
19,42,202.50451564788818,7141.87158203125,0.0,0.0,0.529701213564789,0.27915949128461226,0.23830865760834402,0.0,0.0,0.0,0.0,0.0,0.0,0.012233063691121896,0.0,0.0,2.0124731660566,2.241155526624228,1.3181519508361816,26.303869058104933,97.91233220846686,0.43175787852567965,0.425181580418615,0.49166029691696167,5.2079127977392,0.012543062440458637,0.016006350341716245,0.007899896241724491,0.0015227691423093952,0.007524441211019751,0.6645948907806356,0.5108284141678255,0.7423784136772156,2.058942268873637,0.6630259235389531
20,42,202.6256504058838,7141.02783203125,0.0,0.0,0.5145097993302383,0.27380845183580876,0.22859792263979356,0.0,0.0,0.0,0.0,0.0,0.0,0.012103424876173765,0.0,0.0,2.02244618852075,2.2711749567019948,1.3025269508361816,27.096396681018557,103.93547158358773,0.43034211473692124,0.42917930577490615,0.49083584547042847,5.2079127977392,0.012663936000418851,0.016283714070169868,0.007821542210876942,0.0015306516804151765,0.007989665570998105,0.6558484051994705,0.7552976092717578,0.7404488325119019,2.2607993540573275,0.6551742465235293
21,42,202.587788105011,7142.49658203125,0.0,0.0,0.5005356341933139,0.2691211345853608,0.2193873811756785,0.0,0.0,0.0,0.0,0.0,0.0,0.012027118847433602,0.0,0.0,2.01499846804666,2.270125108262995,1.3173179626464844,26.868514616739553,102.32088280122848,0.4292223952833953,0.41664531524553317,0.4969550371170044,5.853855470327009,0.012554871673295033,0.016028485219759105,0.007664995267987251,0.0015151609240367481,0.0073632081260220795,0.6670022150129381,0.46045145169383694,0.7412941455841064,2.3415421881308034,0.6624914789572358
22,42,202.63138604164124,7143.21533203125,0.0,0.0,0.4862883456015701,0.26401563770653147,0.2103260326090802,0.0,0.0,0.0,0.0,0.0,0.0,0.011946676591592447,0.0,0.0,2.0038978784831243,2.252655191757776,1.2954363822937012,26.901712173898225,100.2607591739995,0.4294942958151856,0.48050685538010274,0.4971422553062439,5.853855470327009,0.012396385488145468,0.015201207178158505,0.007653171196579933,0.0014547215552950588,0.00544534574748077,0.6553550082250232,0.855531870443361,0.7468160390853882,2.624142107387969,0.6515447767451406
23,42,202.58258390426636,7142.15283203125,0.0,0.0,0.47389518725054497,0.2599027886915435,0.20220256621757762,0.0,0.0,0.0,0.0,0.0,0.0,0.011789831533757717,0.0,0.0,1.9942751171493727,2.236912777056074,1.2923837900161743,26.908399663511478,103.79599127057723,0.42781792680342257,0.48992293629935807,0.4992877244949341,5.813484053290271,0.01250671430018905,0.0161794552672015,0.007739165797829628,0.0015765582635848307,0.007848081400360439,0.6491797923271725,0.8452611905051434,0.7450246810913086,3.0682276947920872,0.650061477907002
24,42,202.59950590133667,7138.55908203125,0.0,0.0,0.46101172893431386,0.25589816455255476,0.1934633420890218,0.0,0.0,0.0,0.0,0.0,0.0,0.01165022200234888,0.0,0.0,1.9873824101828752,2.231232090372517,1.2858195304870605,27.043987300012244,103.91114914063363,0.43304799839427116,0.4752431499727842,0.5013659000396729,5.571255551069843,0.012401162551850245,0.015958598073510525,0.007594518829137087,0.0015374911505882944,0.007444592941329382,0.6703829253735348,0.2991006573899702,0.7457530498504639,2.866370609608397,0.6467070246580988
25,42,202.57664823532104,7143.62158203125,0.0,0.0,0.44936293415855944,0.25236532491359986,0.18543134489508148,0.0,0.0,0.0,0.0,0.0,0.0,0.011566263847082758,0.0,0.0,1.9867158300992662,2.2396999810550144,1.287559986114502,26.807455676466603,99.12614990209478,0.4319327872608956,0.48973722003808867,0.5032503604888916,6.015341138473961,0.012456503564838342,0.015949263299183933,0.007671982049942017,0.0015233688634267422,0.007098608901880847,0.6501651241214322,0.9366128287822765,0.7456965446472168,2.7452563584981835,0.647615984082222
26,42,202.59917879104614,7139.09033203125,0.0,0.0,0.43849646123022173,0.249123100838973,0.17788781190032593,0.0,0.0,0.0,0.0,0.0,0.0,0.011485548879716551,0.0,0.0,1.9791143035104812,2.2294392364004425,1.2712194919586182,26.37917879184091,97.63273876845027,0.4328182667650231,0.49821234010303383,0.5053306221961975,5.773112636253532,0.01232664723821653,0.015652925862274358,0.007459093816578388,0.0015021244098445644,0.006606610409282841,0.6668681948234056,0.5230333515169521,0.751478910446167,2.825999192571659,0.6393392928875983
27,42,202.60408425331116,7143.12158203125,0.0,0.0,0.4292165374166467,0.24601646720697626,0.17175867735293873,0.0,0.0,0.0,0.0,0.0,0.0,0.011441393135237303,0.0,0.0,1.9817857671277894,2.2440874553788746,1.2734596729278564,27.33080416814141,106.47295678605089,0.435634170514131,0.45700913056223236,0.5049163103103638,5.853855470327009,0.012410249211261448,0.016112977593111952,0.0075388518162071705,0.001560214727437995,0.007935871740640945,0.6578946923555075,0.5570645157661446,0.748477578163147,3.229713362939039,0.6404992623720318
28,42,202.74579334259033,7146.24658203125,0.0,0.0,0.42099544890759666,0.24354962110994724,0.16605947810734667,0.0,0.0,0.0,0.0,0.0,0.0,0.011386349911993129,0.0,0.0,1.9818767138234563,2.2401178716586814,1.271517038345337,27.22084913882284,104.83519029642953,0.4281217541529086,0.5303178800870492,0.5065525770187378,6.0960839725474365,0.012406338831316943,0.01598731252294357,0.007495218422263861,0.0015824348353254626,0.007651426117477536,0.6442203800380831,0.8558512226150238,0.7450914978981018,3.310456197012515,0.6395061283838004
29,42,202.5748438835144,7140.87158203125,0.0,0.0,0.41330464847350235,0.2413141063193195,0.16067562552920558,0.0,0.0,0.0,0.0,0.0,0.0,0.011314917345006953,0.0,0.0,1.9782321089386135,2.2361883023063527,1.2682380676269531,27.321592952955616,105.37454161296655,0.42913769696285325,0.5017197561323408,0.5030326843261719,6.21719822365765,0.012327321464120931,0.015840122017200153,0.007498385850340128,0.001554642952037978,0.007373229118138195,0.6564449525716857,0.5450997549401282,0.7477306127548218,3.471941865159467,0.6378682267386466
30,42,202.6219778060913,7142.96533203125,0.0,0.0,0.406764816914639,0.2392576840695772,0.15623507736639924,0.0,0.0,0.0,0.0,0.0,0.0,0.01127205486780707,0.0,0.0,1.978107800104888,2.2449154037530263,1.270371675491333,27.38049189424412,104.25533299765979,0.42976971595673297,0.5164807306268416,0.5086007714271545,6.1364553895841745,0.012415481777271883,0.015965411099314403,0.007501066662371159,0.001613398436634498,0.00801217351433706,0.6457971355873681,0.6013929125105975,0.7366925477981567,3.956398869600323,0.6389363710768521
31,42,202.63543796539307,7137.74658203125,0.0,0.0,0.4015998153975516,0.23798845957911186,0.15237567978992797,0.0,0.0,0.0,0.0,0.0,0.0,0.011235676228293058,0.0,0.0,1.9782310558116791,2.237657458519159,1.2737493515014648,27.27059453310376,103.15153187576203,0.43352665978667715,0.47603729860354915,0.5079607963562012,6.0557125555106985,0.012373207807915941,0.016007616235887954,0.007466939743608236,0.0015896558845471588,0.008131509705162602,0.6537260599900601,0.4904043639876703,0.7458648681640625,3.512313282196205,0.6406081456225365
32,42,202.63319945335388,7141.77783203125,0.0,0.0,0.39691545247461235,0.23671666512553963,0.14897375057140985,0.0,0.0,0.0,0.0,0.0,0.0,0.011225036685199044,0.0,0.0,1.9758890335616153,2.24025567756902,1.268599033355713,27.337663997329308,104.72643316177323,0.4327441147849307,0.49865502192520406,0.5067516565322876,6.1364553895841745,0.012274487954124487,0.01575060750746077,0.0073471940122544765,0.0015461560696958079,0.00733790434162031,0.6543634846704257,0.6319223082003309,0.748784065246582,3.673798950343157,0.6379731136839837
33,42,202.67413973808289,7143.71533203125,0.0,0.0,0.39414420448231735,0.235497472222532,0.1474882207894059,0.0,0.0,0.0,0.0,0.0,0.0,0.011158510996919998,0.0,0.0,1.9771918197578668,2.243286449019545,1.272828221321106,27.530567571811584,105.23704108707732,0.4296788010666531,0.511881047672439,0.5058977603912354,6.257569640694388,0.012367845667539944,0.015924421421227946,0.007396177854388952,0.0015926544944296914,0.007789376890102923,0.6463871842966862,0.6809244053690137,0.7484318017959595,3.996770286637061,0.6401121995877475
34,42,202.70009851455688,7141.43408203125,0.0,0.0,0.39132833015025137,0.23484965379348402,0.14537911013695612,0.0,0.0,0.0,0.0,0.0,0.0,0.011099564860332787,0.0,0.0,1.9754055553665975,2.241110169810777,1.263391375541687,27.543831492298235,105.30032075842986,0.4293691261092838,0.5226825980730447,0.5062003135681152,6.0960839725474365,0.012347318300653812,0.015964980772587206,0.007370310369879007,0.0015892990688780207,0.007912910447657144,0.6455550960441439,0.6920304928686212,0.7465900778770447,3.956398869600323,0.635380842955783
35,42,202.67245936393738,7142.80908203125,0.0,0.0,0.38967251511471884,0.2344142617078489,0.14412445664120632,0.0,0.0,0.0,0.0,0.0,0.0,0.011133796659460146,0.0,0.0,1.976117307259327,2.2432781368302552,1.2682795524597168,27.562701463052548,105.35900013605549,0.4290499296167179,0.5169031092301183,0.5060014724731445,6.1364553895841745,0.01232168485303966,0.015817983606739663,0.007422422058880329,0.001563376763292817,0.00744374251287762,0.651151142127099,0.6023356899454249,0.747615396976471,3.794913201453371,0.6378509872592986
