epoch,epoch_time_s,alpha_e,alpha_p,train_loss,train_loss_edos,train_loss_phdos,train_loss_shape_e,train_loss_shape_p,train_loss_scale_e,train_loss_scale_p,train_loss_gap,train_loss_sum,mae_edos_mean,mae_edos_std,mae_edos_median,mse_edos_mean,mse_edos_std,r2_edos_mean,r2_edos_std,r2_edos_median,fail_rate_edos,mae_phdos_mean,mae_phdos_std,mae_phdos_median,mse_phdos_mean,mse_phdos_std,r2_phdos_mean,r2_phdos_std,r2_phdos_median,fail_rate_phdos,balanced_score
1,105.86046743392944,-6.488087092293426e-05,0.0005158926360309124,0.14373448693109322,0.0675180736961761,0.07621641335981755,0.0,0.0,0.0,0.0,0.0,0.0,4.822733664364819,5.971853826514778,3.285588026046753,84.24436025909215,424.0215196404954,-0.10407295403560525,0.5834042619501711,0.04264897108078003,45.66010211524435,0.024632764593844135,0.02044696872928854,0.020120378583669662,0.00363717866982856,0.008131827693989308,0.33681064526761734,0.3363575502194437,0.40677422285079956,12.983223924142962,1.6528542023152113
2,105.73463177680969,-0.00026009007706306875,0.001070651924237609,0.08089614383680828,0.048574376384301364,0.03232176728959334,0.0,0.0,0.0,0.0,0.0,0.0,4.271091040427628,4.817185612499692,2.8547332286834717,75.88771669786996,309.012756365845,-0.028082760905454317,0.5429427609951035,0.05663561820983887,43.7636761487965,0.022233877196346893,0.017644753912023053,0.01828504353761673,0.003126122716199968,0.006236126542122746,0.40022978619186655,0.29081519345802165,0.45307058095932007,9.190371991247265,1.4365091361105442
3,105.76208972930908,-0.0008757530013099313,0.0014163170708343387,0.07339134601653491,0.044500248512095684,0.028891097450134705,0.0,0.0,0.0,0.0,0.0,0.0,3.8911097652280877,4.037341198181012,2.664767026901245,66.44302425035741,235.82023497109998,0.03275513735937429,0.5071524883061038,0.10047340393066406,38.7308533916849,0.020964131077492024,0.01656200942541299,0.017013125121593475,0.0027224248651286933,0.0052919010323017315,0.4601948225176482,0.27847962902366147,0.5137591361999512,6.564551422319474,1.3408900760114193
4,105.7636866569519,-0.0015728233847767115,0.0015947381034493446,0.06829753134714618,0.04123094058310499,0.027066590845497982,0.0,0.0,0.0,0.0,0.0,0.0,3.6163835281724914,3.7025076648441133,2.4215903282165527,59.38537450777917,188.61032783753652,0.11704668478753599,0.44510517862976146,0.2027435302734375,30.488694383661564,0.02048618995355623,0.016338427113974853,0.016454949975013733,0.0026025005044142983,0.005040590631860326,0.4788957957713644,0.2853974648849514,0.5260887742042542,6.856309263311451,1.2190226390957832
5,105.73150897026062,-0.002205199096351862,0.0017018915386870503,0.06317442516543775,0.03718182533631867,0.025992599937728126,0.0,0.0,0.0,0.0,0.0,0.0,3.448276898570299,3.559969636511865,2.3251912593841553,56.52992091780728,176.0393665554141,0.18789338326471552,0.43183452757294805,0.2555410861968994,23.340627279358134,0.020036445714157674,0.016359556174804977,0.01598234847187996,0.0025307570852105524,0.005071536794373972,0.49387112170740427,0.2811182248636213,0.5454360246658325,5.981035740335521,1.1705868039280176
6,105.7373480796814,-0.0027759287040680647,0.0017910270253196359,0.059863961548829565,0.03470707130849188,0.02515689026748995,0.0,0.0,0.0,0.0,0.0,0.0,3.2324961994106887,3.1873932458599037,2.225327253341675,51.752006772568656,153.30768112468294,0.23468285707728345,0.38266568850360977,0.2929161787033081,19.985412107950403,0.019714333380067776,0.01650315570815463,0.01564173586666584,0.0025101660837342993,0.005261614779112275,0.5025282098723536,0.2875358392828784,0.5561075806617737,6.199854121079504,1.1204844946041703
7,105.7512538433075,-0.0032093478366732597,0.0018645477248355746,0.0575232767220315,0.03306151848318973,0.024461758200828604,0.0,0.0,0.0,0.0,0.0,0.0,3.2071123198598603,3.1635100251982915,2.1909608840942383,49.5596278748814,143.05135799871167,0.2626340496635715,0.3761149679926112,0.3172150254249573,16.557257476294676,0.01947771915676851,0.01628503164900254,0.01564912497997284,0.002440182698167689,0.005248580317727866,0.5142094253363355,0.28969389768156445,0.5712183713912964,5.981035740335521,1.1033050045371056
8,105.76375985145569,-0.0036541770678013563,0.0019334008684381843,0.05587185169882399,0.03196234392333482,0.023909507824363237,0.0,0.0,0.0,0.0,0.0,0.0,3.1818258895611433,3.1760956065750023,2.1406607627868652,48.66799526273481,141.52522715252368,0.2822327027783439,0.38171217767205634,0.336708128452301,15.609044493070751,0.019270089826951473,0.016552964886069946,0.015442222356796265,0.0024452445905893995,0.0055796583913454685,0.5182806327341248,0.290795058765857,0.5786072611808777,5.908096280087528,1.0780514925718307
9,105.77935528755188,-0.00408438453450799,0.0020038746297359467,0.05454016168419891,0.03108726392986128,0.02345289778148989,0.0,0.0,0.0,0.0,0.0,0.0,3.166382879942634,3.187649371956318,2.1280384063720703,47.89791107457063,138.71390422521807,0.29867807698023746,0.37560360339705706,0.35292214155197144,15.025528811086797,0.019100162881544713,0.016501742167107723,0.015201963484287262,0.0024072097609961563,0.005659858040140049,0.5272633477252039,0.2945166801625318,0.5890293717384338,5.981035740335521,1.0716201849281788
10,105.73551726341248,-0.004427922423928976,0.0020652287639677525,0.053311121956860705,0.030289580697959437,0.023021541307775343,0.0,0.0,0.0,0.0,0.0,0.0,3.155193705772023,3.1676243021586044,2.1380300521850586,47.37552061255812,137.78966840358544,0.30361962487974103,0.3860180809438027,0.3623971939086914,14.36907366885485,0.019101745123366324,0.01641767422295172,0.015206827782094479,0.002375153634474579,0.0057116061270239375,0.5328323835877934,0.29896402270475825,0.5997353792190552,5.762217359591539,1.0766184399835765
