epoch,seed,epoch_time_s,peak_vram_mb,alpha_e,alpha_p,train_loss,train_loss_edos,train_loss_phdos,train_loss_shape_e,train_loss_shape_p,train_loss_scale_e,train_loss_scale_p,train_loss_gap,train_loss_sum,mae_edos_mean,mae_edos_std,mae_edos_median,mse_edos_mean,mse_edos_std,r2_edos_mean,r2_edos_std,r2_edos_median,fail_rate_edos,mae_phdos_mean,mae_phdos_std,mae_phdos_median,mse_phdos_mean,mse_phdos_std,r2_phdos_mean,r2_phdos_std,r2_phdos_median,fail_rate_phdos,balanced_score
1,42,239.0615975856781,7979.23388671875,0.0,0.0,0.044289048428408,0.0371196268592772,0.0071694215535345,0.0,0.0,0.0,0.0,0.0,0.0,3.928616422481555,5.634947352204603,2.568732261657715,67.7987888595171,656.6511334964872,-0.1812573416270601,0.7908058102730756,0.006303071975708,49.0916431166734,0.0077892047704919,0.0090430122119938,0.0050134686753153,0.0008400670644732,0.0026632376431217,0.4699318208278645,0.4110696795150844,0.5804786682128906,9.890997174000807,1.2868728651665151
2,42,237.02232456207275,7977.07763671875,0.0,0.0,0.0265490610829808,0.0220312240668698,0.0045178370131402,0.0,0.0,0.0,0.0,0.0,0.0,3.187369733396128,4.4470525160335646,2.1066231727600098,51.33120599512513,423.22057251148925,0.0635886948388769,0.5907221250345714,0.1987425088882446,29.47113443681873,0.0057608477269009,0.0069810903968203,0.0035979468375444,0.0005656929324698,0.0019790076671675,0.6550972833718125,0.2778749247321564,0.7323241233825684,3.148970528865563,1.055110559798777
3,42,236.83738017082212,7977.82763671875,0.0,0.0,0.0224597011076396,0.0182304591047421,0.004229241981731,0.0,0.0,0.0,0.0,0.0,0.0,2.934272314038701,3.86028462900054,1.9111384153366089,45.89654937870964,269.13558238534074,0.1073699298288055,0.698669475714355,0.2519721984863281,25.393621316108195,0.0063364096837502,0.0077200839892464,0.0040247989818453,0.0006588815918538,0.002330388348174,0.6023910481168419,0.3391133622137953,0.6946852207183838,5.530884134033105,0.9575816071592272
4,42,236.72763204574585,7978.57763671875,0.0,0.0,0.0205858024000598,0.0165557705974013,0.0040300318100853,0.0,0.0,0.0,0.0,0.0,0.0,2.9992323654959843,3.4682095724041795,1.9403634071350095,40.48738029273678,153.7563697995805,0.165291140673379,0.5731656219971007,0.2784287333488464,21.43722244650787,0.0052061944649355,0.0064249307520891,0.0032675545662641,0.0005764080674298,0.0022230986082651,0.66348754158894,0.2794503433036421,0.7343431711196899,3.108599111828825,0.971815480850637
5,42,237.14751076698303,7978.23388671875,0.0,0.0,0.0195494355720005,0.0156564140392309,0.0038930215390823,0.0,0.0,0.0,0.0,0.0,0.0,2.8187144623906155,3.3171247838426607,1.807366132736206,39.77470708006337,152.69263592488508,0.1616353490538399,0.5923054644784778,0.3020599484443664,22.68873637464675,0.0049657287289441,0.006444444304157,0.0030684939119964,0.0005479517039852,0.002167651524602,0.6830277355341936,0.2663014943707773,0.7501579523086548,2.583770690351231,0.9052173133241012
6,42,236.5186719894409,7971.82763671875,0.0,0.0,0.0188793304348082,0.0151016841950028,0.0037776462398053,0.0,0.0,0.0,0.0,0.0,0.0,2.962299837853021,3.6721422227975262,1.8719682693481443,40.95943276129128,173.20509976387814,0.2067998084128745,0.5164081278472277,0.3086591958999634,18.530480419862737,0.0050848870464551,0.0063682496060798,0.0031527639366686,0.0005477101163123,0.002095132847954,0.67195633249895,0.2644002456660893,0.745694637298584,2.583770690351231,0.9375605166424066
7,42,242.1687536239624,7973.173828125,0.0,0.0,0.01803803859513247,0.014427250123432758,0.003610788497693563,0.0,0.0,0.0,0.0,0.0,0.0,2.55610501514744,3.0302043254239437,1.6185541152954102,36.433088469033486,141.4118612533511,0.2569652062103447,0.46412348656307145,0.35007286071777344,15.86596689543803,0.005048748039055872,0.006397225525230937,0.003112281206995249,0.0005164437779268775,0.0020984369293953857,0.690996991442633,0.2865597345507815,0.7750381231307983,2.7452563584981835,0.8108331982512027
8,42,239.88807082176208,7972.580078125,0.0,0.0,0.017204837312110872,0.013807350322544765,0.003397486987338064,0.0,0.0,0.0,0.0,0.0,0.0,2.6468426641625746,3.2249615305479904,1.683300495147705,36.59767313543794,145.03985823801344,0.22621725668674234,0.6285537021025933,0.349021315574646,18.126766249495358,0.004592449846713906,0.005982505330128763,0.002822903450578451,0.00047358825584821354,0.0019210905584372128,0.7194551983378229,0.25826806391984625,0.7976441979408264,2.0993136859103756,0.8430616992991418
9,42,240.34654688835144,7971.673828125,0.0,0.0,0.016464129948848934,0.013267954600532279,0.003196175344974587,0.0,0.0,0.0,0.0,0.0,0.0,2.3837141956732455,2.8430124322288632,1.5341383218765259,33.84374806323058,128.4901246495042,0.2940285977549162,0.4257334561904898,0.37029099464416504,13.120710536939848,0.0045799073635837476,0.005950666476042099,0.0027361714746803045,0.000480818451211391,0.0019533403738161968,0.7168023217624361,0.2681472711316605,0.797970712184906,2.5030278562777553,0.7684372466756031
10,42,240.02849555015564,7971.580078125,0.0,0.0,0.01591622809384856,0.012885389184100966,0.003030838903806141,0.0,0.0,0.0,0.0,0.0,0.0,2.497175467555134,3.0748839565498973,1.585211992263794,34.70441682740341,146.62340417107583,0.2831842907263379,0.5285765079732709,0.39250630140304565,14.775938635446103,0.004495078596918323,0.005905042150516219,0.0026942805852741003,0.00045646038381279654,0.0018779504952948047,0.7309016355064832,0.25537354236597143,0.8091020584106445,2.1396851029471136,0.793953136424534
