epoch,epoch_time_s,alpha_e,alpha_p,train_loss,train_loss_edos,train_loss_phdos,train_loss_shape_e,train_loss_shape_p,train_loss_scale_e,train_loss_scale_p,train_loss_gap,train_loss_sum,mae_edos_mean,mae_edos_std,mae_edos_median,mse_edos_mean,mse_edos_std,r2_edos_mean,r2_edos_std,r2_edos_median,fail_rate_edos,mae_phdos_mean,mae_phdos_std,mae_phdos_median,mse_phdos_mean,mse_phdos_std,r2_phdos_mean,r2_phdos_std,r2_phdos_median,fail_rate_phdos,balanced_score
11,102.05524611473083,0.0,0.0,0.056254664202473256,0.03334099917235423,0.022913664997536307,0.0,0.0,0.0,0.0,0.0,0.0,3.2547386520855364,3.338221180944042,2.186727285385132,50.07626238558373,156.8257475230128,0.2816623452803586,0.3819463788606042,0.33056801557540894,15.75492341356674,0.019065888590154928,0.016633659000335605,0.015067441388964653,0.0023283929844870412,0.005590014420449109,0.5387525962792027,0.30321338740128123,0.6111323237419128,5.981035740335521,1.1008973633870482
12,102.0375382900238,0.0,0.0,0.055039239564025365,0.03244612865562689,0.02259311099528571,0.0,0.0,0.0,0.0,0.0,0.0,3.2153348537049182,3.3440472846853817,2.1557345390319824,49.624609697962015,157.08993610688987,0.2940484339263994,0.3755034625440012,0.3445303440093994,14.73377097009482,0.018962680677445855,0.01662399602295055,0.014980715699493885,0.0022952778162161013,0.005611472814813922,0.5431826118132566,0.30825320316437316,0.6169780492782593,5.908096280087528,1.0853576273657382
13,102.0466320514679,0.0,0.0,0.05397437356477576,0.03173413747818407,0.022240236081161234,0.0,0.0,0.0,0.0,0.0,0.0,3.239920260418644,3.3877038158744726,2.1410624980926514,49.59474423052614,156.20757112710857,0.29848718717096495,0.3806659422789251,0.3527136445045471,14.660831509846828,0.01890192617212893,0.01649999991111772,0.01508377492427826,0.002262621240391543,0.005475770552447065,0.549277708227838,0.30167330809339554,0.6194686889648438,5.616338439095551,1.0780731365084648
14,102.05303025245667,0.0,0.0,0.05303145968966164,0.031097919481966656,0.021933540251138608,0.0,0.0,0.0,0.0,0.0,0.0,3.138678186348239,3.241036342497392,2.1200709342956543,48.0161012735158,152.50029520974647,0.31703183730965023,0.3637779183781666,0.36828118562698364,13.63967906637491,0.01877086287171442,0.01631311980150439,0.014991909265518188,0.0022413897730769964,0.005482839642450814,0.5532982114629098,0.30484521493271777,0.6290566921234131,5.835156819839534,1.0675314217805862
15,102.07154750823975,0.0,0.0,0.05220665086506059,0.030512699884506427,0.02169395098598462,0.0,0.0,0.0,0.0,0.0,0.0,3.0671011022978854,3.147954177611662,2.061162233352661,47.128680002729574,150.7093425890265,0.3272901763018685,0.35348389019777865,0.37475472688674927,12.837345003646975,0.018609545371674523,0.015967430490296978,0.014944561757147312,0.0022101924912421803,0.005246651927043033,0.5561368530636543,0.305038560183745,0.632542610168457,5.616338439095551,1.0380533975549042
16,102.03650307655334,0.0,0.0,0.0514218900407021,0.030010660279422736,0.021411229872603632,0.0,0.0,0.0,0.0,0.0,0.0,3.0736191915898408,3.149948148021046,2.0752859115600586,46.44875237187282,146.91798395243984,0.33447977924416483,0.3479485824694864,0.38080185651779175,12.326768781911014,0.018554135110231972,0.01580254342631569,0.014852606691420078,0.0021966453332464666,0.005160475121180253,0.5574375503172759,0.3056394929660751,0.633599042892456,5.470459518599562,1.0450692591257393
17,102.06019449234009,0.0,0.0,0.05084977659557026,0.029622592308908787,0.021227184330105085,0.0,0.0,0.0,0.0,0.0,0.0,3.0341871004146785,3.1008722964289035,2.031139373779297,45.982155082356066,146.52142082245766,0.33992468023891437,0.3521087994117306,0.39209842681884766,12.035010940919037,0.0184600671874203,0.01609753876736182,0.014673866331577301,0.002196739671987458,0.00543477891663872,0.5605046254366006,0.3046309216544337,0.6350769996643066,5.397520058351568,1.022906620055437
18,102.06023836135864,0.0,0.0,0.050171956354779335,0.02920073198029668,0.020971224336469488,0.0,0.0,0.0,0.0,0.0,0.0,3.0204507612849483,3.0902538309462053,2.040942668914795,45.95264291099628,146.97356204583687,0.34313816962496024,0.35710247948244467,0.4023943543434143,11.670313639679067,0.0184274239815095,0.015639940961119377,0.01467057317495346,0.0021668652751404734,0.005118272563865669,0.5613953355974215,0.30498981384519464,0.6408513188362122,5.543398978847557,1.0278066210448742
19,102.05974960327148,0.0,0.0,0.0495615168406734,0.028810652684279157,0.020750864061361327,0.0,0.0,0.0,0.0,0.0,0.0,2.927413127984903,2.913887989674009,1.9953029155731201,45.035900743248895,142.61600252251253,0.34734707879463655,0.3408809076871929,0.39794307947158813,11.232676878191102,0.018355139432102034,0.015841577398750913,0.01441363338381052,0.0021717751458481707,0.00528283029603536,0.5621530259290287,0.30977674668088045,0.6395312547683716,5.324580598103574,1.0048582744784653
20,102.05876517295837,0.0,0.0,0.04904618642072983,0.028465210229332176,0.02058097624841741,0.0,0.0,0.0,0.0,0.0,0.0,2.9531937777876505,2.9719922757910995,2.015061378479004,45.09014549723301,143.3057761670394,0.34833423979172823,0.35195431948752853,0.40681982040405273,11.74325309992706,0.018317220113471144,0.015713098154770008,0.014503523707389832,0.00215643323735937,0.005175733731099734,0.564856122306974,0.30780039826946454,0.6432278156280518,5.470459518599562,1.0147824510931969
21,102.07430863380432,0.0,0.0,0.04851764317808276,0.028153539208950525,0.02036410397727792,0.0,0.0,0.0,0.0,0.0,0.0,2.9355873217565747,2.9652362539260957,1.990213394165039,44.79194871033117,141.952531952786,0.3581095113535157,0.3462963245419825,0.4150121808052063,10.284463894967178,0.0181887651666969,0.015520262359894777,0.014444150030612946,0.0021476747306137605,0.005196506387082069,0.5658505921551644,0.3058361746012637,0.6407253742218018,5.25164113785558,1.002328772097826
22,102.09759640693665,0.0,0.0,0.047961317958532895,0.027776809789392412,0.020184508180001386,0.0,0.0,0.0,0.0,0.0,0.0,2.92876580052681,2.9238476623936465,1.9919252395629883,44.311823171636135,137.46421125300927,0.35612714494952835,0.3575202355385085,0.419145405292511,11.159737417943107,0.01821394339107034,0.015502068837901435,0.01447056233882904,0.0021211659200802264,0.005102882412334348,0.569459088782513,0.3067370303184841,0.6482951641082764,5.470459518599562,1.0031979009509087
23,102.0525894165039,0.0,0.0,0.047556654726624834,0.02753971823906586,0.020016936569015764,0.0,0.0,0.0,0.0,0.0,0.0,2.9071415797973703,2.922087792217173,1.990655779838562,44.64800609411423,140.89080420507224,0.3583157326860379,0.35671492438696445,0.41828787326812744,10.86797957695113,0.018274692434717014,0.015407954029925225,0.01447425689548254,0.002119783557531095,0.005020104044616465,0.5713215337714342,0.30635651033533096,0.650643527507782,5.324580598103574,1.0025650183670223
24,102.04788208007812,0.0,0.0,0.04709628329723639,0.027268896574485755,0.019827386682022243,0.0,0.0,0.0,0.0,0.0,0.0,2.8880000225683355,2.887672094130131,1.9465816020965576,43.9986907523139,135.40585709813982,0.3643077751478951,0.35231299144461664,0.4268777370452881,10.722100656455142,0.01819381013293197,0.015732918366075946,0.014376580715179443,0.0021252965407522204,0.0052575229717964755,0.5709779935105711,0.3107551045286704,0.64729905128479,5.397520058351568,0.9804790914058685
25,102.03896021842957,0.0,0.0,0.0467025045815953,0.027031956169938903,0.01967054834106052,0.0,0.0,0.0,0.0,0.0,0.0,2.9306353195675703,2.961546155171339,1.9947274923324585,44.010216576970414,134.0745471147572,0.3642944267507368,0.36656582891355133,0.4314568042755127,10.86797957695113,0.01821561014413206,0.01565438931471584,0.014479458332061768,0.0021066762594806007,0.00530550139756504,0.5743911223286351,0.3096716855398233,0.6557883024215698,5.324580598103574,1.0046034753322601
26,102.0797028541565,0.0,0.0,0.04623622691622629,0.026714990979858806,0.019521235901069536,0.0,0.0,0.0,0.0,0.0,0.0,2.878940455686168,2.876476940560837,1.952535629272461,43.76410717630445,134.01962449714577,0.368985119742429,0.3555909929429377,0.4317336082458496,10.649161196207148,0.018072434780673604,0.015266849758957366,0.014347415417432785,0.0020936399788303393,0.005077901827471621,0.5754263647971233,0.3094538650970446,0.6543669700622559,5.105762217359591,0.9834415223449469
27,102.11539387702942,0.0,0.0,0.045896577613520555,0.0265499328971778,0.01934664473263411,0.0,0.0,0.0,0.0,0.0,0.0,2.883480558879701,2.8896417165495136,1.966493010520935,43.03813182173893,128.87591931093783,0.3771511748443982,0.3502557144997245,0.43525588512420654,9.846827133479213,0.01814780866385544,0.015805000099457504,0.014392595738172531,0.002117638490022279,0.00553708311976525,0.574276176140658,0.31435102637638446,0.6541407704353333,5.032822757111598,0.9904428031295538
28,102.0851628780365,0.0,0.0,0.04551297883467841,0.02631262925510504,0.019200349536129754,0.0,0.0,0.0,0.0,0.0,0.0,2.882172432886389,2.9014508880656176,1.9450891017913818,43.54475310862738,132.19532002590287,0.37331663949223526,0.3661624322743849,0.44108903408050537,10.211524434719182,0.018021175455873294,0.015626578448988657,0.014236878603696823,0.002114012563130319,0.005473480251028911,0.5758743890439568,0.31064167635832857,0.6532891988754272,4.886943836615609,0.9796629901975393
29,102.0580267906189,0.0,0.0,0.04510151174560233,0.02604474914708221,0.019056762601235344,0.0,0.0,0.0,0.0,0.0,0.0,2.8923633211312025,2.9267794530304867,1.9662268161773682,43.56974442466213,131.02175924900948,0.37344187006821694,0.3717436313754915,0.4399823546409607,10.50328227571116,0.01806107876976214,0.01572284394400326,0.014145666733384132,0.0021053576151162986,0.0054552632375122105,0.5750205225530635,0.3186340296187251,0.6588990688323975,5.105762217359591,0.9901862414553761
30,102.05179381370544,0.0,0.0,0.04482639522316157,0.025899968129031514,0.018926427045255986,0.0,0.0,0.0,0.0,0.0,0.0,2.8844753127955416,2.9584053682133056,1.943644404411316,43.63309044042707,132.22123726524052,0.37716393123831216,0.3709454533517954,0.44519031047821045,10.13858497447119,0.018090044177391375,0.015793934212522367,0.01430605724453926,0.0021075890139092336,0.005605864641803743,0.5778038802153868,0.3143553611205122,0.660062313079834,4.9598832968636035,0.9789752308279276
31,102.0878894329071,0.0,0.0,0.04439102129538275,0.025620612801859052,0.01877040855868912,0.0,0.0,0.0,0.0,0.0,0.0,2.864254934097797,2.866679014162059,1.9562666416168213,43.13532617397302,128.6446616541302,0.3741222379591933,0.3736845074301488,0.4407849907875061,10.576221735959153,0.017985392366464636,0.015307818999930905,0.014350257813930511,0.0020738769799991757,0.005217505653198822,0.5801577203731133,0.3095196161772667,0.6613090634346008,4.814004376367615,0.9853084497153759
32,102.04994821548462,0.0,0.0,0.044094983368851356,0.0254743750649708,0.01862060826315216,0.0,0.0,0.0,0.0,0.0,0.0,2.971294521807233,3.067540073448269,2.0066704750061035,43.971532207487776,133.32014998146306,0.3696218954656004,0.39553620767898,0.45609092712402344,10.86797957695113,0.018009513008247255,0.015364608795661696,0.014224676415324211,0.0020697258657348104,0.0051314617077772885,0.579827160664843,0.315572408519605,0.660448431968689,5.324580598103574,1.0104475757107139
33,102.08161044120789,0.0,0.0,0.0437018141780407,0.02522347862601454,0.018478335484145507,0.0,0.0,0.0,0.0,0.0,0.0,2.8995035675311507,2.937003873698315,1.9785377979278564,42.92665460850041,126.72562018484344,0.37593066335854786,0.38357425865005834,0.455044150352478,10.722100656455142,0.01796416486424946,0.015226498701987064,0.014198197051882744,0.002070675364798199,0.0051465701251714995,0.5804588256483961,0.31277387669567686,0.6645299792289734,4.886943836615609,0.9963679974898696
34,102.04111385345459,0.0,0.0,0.04347063111190198,0.025109417361829093,0.018361213809807864,0.0,0.0,0.0,0.0,0.0,0.0,2.9568653346564453,3.0392807843846392,1.9881755113601685,43.64480074163035,130.70201428403607,0.3691425493040022,0.40108501015512865,0.4536883234977722,10.649161196207148,0.01797991581186435,0.015687256708971094,0.01406271755695343,0.0021084105529990366,0.0056232771572172074,0.5768518240933519,0.32574235268914453,0.6629089117050171,5.543398978847557,1.001119114458561
35,102.09981274604797,0.0,0.0,0.043084926838082405,0.024852550851925122,0.01823237593999844,0.0,0.0,0.0,0.0,0.0,0.0,2.9547398607175253,3.057561630838338,1.974481463432312,43.362165860860266,130.57285646776145,0.37369306490944737,0.4020761134020687,0.4548419117927551,11.159737417943107,0.018123256966449935,0.015517668803185194,0.014379766769707203,0.00208075170055374,0.005318453781260402,0.5794761027409855,0.3212339392201604,0.6641641855239868,5.25164113785558,0.9944306151010096
36,102.06017446517944,0.0,0.0,0.04282071842179354,0.024733404180920158,0.0180873141702775,0.0,0.0,0.0,0.0,0.0,0.0,3.00113767930011,3.116190759943845,1.9911999702453613,44.373432513888865,134.14054625379413,0.3619188349408707,0.4217414894685068,0.4568365812301636,11.670313639679067,0.018029438744908446,0.015628716484966537,0.014355786144733429,0.0020844245932716463,0.005537389197707276,0.5809023217247142,0.322323126036479,0.6615558862686157,5.470459518599562,1.0027778781950474
37,102.04855608940125,0.0,0.0,0.04265556799427066,0.024640733810581548,0.018014834248854538,0.0,0.0,0.0,0.0,0.0,0.0,3.01038587105309,3.1316741639614603,2.0129685401916504,44.20115621151018,131.96630610713964,0.362549628679288,0.4217340892047885,0.45480650663375854,11.597374179431071,0.018009028219948042,0.015415323972040514,0.01431912463158369,0.002073580978516346,0.005248765540341311,0.5808339435892501,0.3216245391428231,0.6669604778289795,5.470459518599562,1.013643832411617
38,102.06511998176575,0.0,0.0,0.04221438227693819,0.02437979290289017,0.017834589363187117,0.0,0.0,0.0,0.0,0.0,0.0,2.9796904218535976,3.0752489946233346,1.9994840621948242,43.01056663080898,126.843863655548,0.3695889346187433,0.4084967677715048,0.4564429521560669,11.086797957695113,0.018030369843653166,0.01562327732377475,0.014174600131809711,0.0020818417539794675,0.005473300897749215,0.5807904813691355,0.3250898193808555,0.6683586835861206,5.324580598103574,1.006829331163317
39,102.07352209091187,0.0,0.0,0.04191661067850041,0.02418899686013297,0.017727613677175676,0.0,0.0,0.0,0.0,0.0,0.0,2.975592489304723,3.0904410517665224,1.9772793054580688,43.458439421448055,130.1091189222117,0.3676523556681465,0.4280722290921579,0.4560818076133728,11.524434719183079,0.018087641880653912,0.015864589852851333,0.014247758314013481,0.0020818288083638953,0.0055835934419930415,0.5807340747678827,0.33036030234396024,0.6683540344238281,5.324580598103574,0.9957635318860412
40,102.04677987098694,0.0,0.0,0.041737404437437,0.0240822569535008,0.017655147407909872,0.0,0.0,0.0,0.0,0.0,0.0,2.9672071586432986,3.084716451352102,1.9842602014541626,43.67385963050894,130.7148767312216,0.3637694938612367,0.4303433430431997,0.4549928903579712,11.597374179431071,0.017872869896578155,0.015791680396023463,0.01405133493244648,0.0020796031763431837,0.005684364102296671,0.5840376182944995,0.32184722788519293,0.6690347790718079,5.032822757111598,0.9991557681933045
41,102.1538074016571,0.0,0.0,0.04143432866640758,0.02393257735791255,0.017501751251475284,0.0,0.0,0.0,0.0,0.0,0.0,2.9540001742818944,3.051098612906953,1.9805793762207031,42.98938661818695,128.82310276819894,0.3730118452937476,0.4165677504514425,0.46212154626846313,11.232676878191102,0.018123533139596297,0.015973343782686413,0.014297685585916042,0.0020849281851648507,0.005725976409775484,0.5799007281867541,0.33502134328810007,0.669934093952179,5.616338439095551,0.9974385309033096
42,102.07601737976074,0.0,0.0,0.04127884369462989,0.023849043718188915,0.017429800055182538,0.0,0.0,0.0,0.0,0.0,0.0,2.9542895222529713,3.056255301546668,1.9751577377319336,43.77181609684668,130.75593833229067,0.36476991817431237,0.43432783190843227,0.4609314203262329,12.180889861415025,0.01795769367267851,0.015631537239036368,0.014114254154264927,0.002070437455198802,0.005508461816936546,0.5822479992691919,0.329567719692479,0.6710700988769531,5.397520058351568,0.9946359959430993
43,102.040452003479,0.0,0.0,0.04094835185057568,0.023645147301104605,0.017303204557616754,0.0,0.0,0.0,0.0,0.0,0.0,2.9346356473966377,3.027405287088722,1.9755990505218506,43.53012796971447,128.84615303662935,0.3645922040348067,0.43382863208503436,0.4585757851600647,12.25382932166302,0.018045300005933095,0.01610401149049044,0.014211316592991352,0.002096032958085473,0.005849622785055473,0.5810692753781375,0.3370078633444055,0.670906662940979,5.25164113785558,0.994905183557421
44,102.04206538200378,0.0,0.0,0.0407208403078269,0.02354594933699936,0.017174891041423418,0.0,0.0,0.0,0.0,0.0,0.0,2.943430213337828,3.0410851593925,1.962541103363037,43.11890957786353,128.40680657353292,0.36952759648308453,0.4311255519421373,0.45999324321746826,11.889132020423048,0.017993257751411206,0.01577407286496192,0.014171283692121506,0.002076797968783965,0.00555483957968494,0.5810956147184866,0.33362147863010794,0.6695504188537598,5.397520058351568,0.9883561935275793
45,102.026606798172,0.0,0.0,0.04048546942890385,0.02338771448734029,0.017097755069179193,0.0,0.0,0.0,0.0,0.0,0.0,2.931209538167276,3.0138097748947708,1.9572601318359375,43.103146014997314,127.78984983050485,0.36429856842578023,0.4377150478520851,0.46167683601379395,12.25382932166302,0.018032501350794827,0.016268398358676404,0.014275911264121532,0.0020919986092678795,0.005917904107123031,0.5830638068683994,0.33374958177916936,0.6732560396194458,5.616338439095551,0.9857680215500295
46,102.04606080055237,0.0,0.0,0.04031721926660823,0.023315632971052526,0.017001586230390272,0.0,0.0,0.0,0.0,0.0,0.0,2.8774172980786674,2.972832804554575,1.9474482536315918,42.86783981287103,127.49094577932473,0.37561041299310766,0.41961924798023015,0.46778976917266846,11.305616338439094,0.018013337080809814,0.01616991688535265,0.014233925379812717,0.0020872487931038806,0.005825751601829555,0.5812739814223381,0.3393555445908293,0.67520672082901,5.616338439095551,0.9808410895057023
47,102.06156492233276,0.0,0.0,0.04015296410888694,0.0232509761972695,0.016901987860028146,0.0,0.0,0.0,0.0,0.0,0.0,2.9366456870340154,3.0573887607182972,1.964869499206543,43.64163043535023,131.57823126251097,0.3633951636494554,0.4457923607854754,0.4675474166870117,12.472647702407002,0.017892441837651006,0.016009500074823213,0.014076006598770618,0.0020838464472923016,0.005847301761326704,0.5814860624435781,0.3374187334047994,0.6721264123916626,5.689277899343545,0.9894727529026568
48,102.06312823295593,0.0,0.0,0.039904309387804815,0.02310377500038974,0.01680053436840849,0.0,0.0,0.0,0.0,0.0,0.0,2.9097391914856163,3.0117605634073445,1.9435611963272095,43.29306379978815,128.1217366177906,0.36805014402478564,0.43690509545402145,0.46428221464157104,12.326768781911014,0.018061409440818143,0.016581604793218633,0.0142112597823143,0.0021059921067190642,0.006078092555697209,0.5801126519578117,0.34616049207198357,0.6751433610916138,5.908096280087528,0.9788862280547619
49,102.06470370292664,0.0,0.0,0.03967114305530971,0.02293459656743371,0.016736546490591225,0.0,0.0,0.0,0.0,0.0,0.0,2.9435277814894674,3.0585729202680954,1.9650765657424927,43.47625218981906,130.0778523051187,0.3660920286682902,0.44136353593154953,0.4622787833213806,12.399708242159008,0.01798027545887227,0.01632611443062316,0.014263177290558815,0.002100777167173838,0.0061137045809486175,0.5814704174633708,0.34292789895149295,0.6730750799179077,5.908096280087528,0.9896698715165257
50,102.03951358795166,0.0,0.0,0.03948714557502951,0.022854585721871597,0.016632559823290427,0.0,0.0,0.0,0.0,0.0,0.0,2.8961812389931656,3.000817486438817,1.9501385688781738,43.62909826645145,128.5625293743084,0.36435661556771165,0.44399022205672245,0.46615898609161377,12.326768781911014,0.01797646695433285,0.01644448777975511,0.01421863678842783,0.002100069281512255,0.00622644535536453,0.5832309557694227,0.3391745393873509,0.671045184135437,5.543398978847557,0.9821786028333008
51,102.0604157447815,0.0,0.0,0.039283075910224514,0.022765442490056374,0.016517633477187887,0.0,0.0,0.0,0.0,0.0,0.0,2.9292607279555543,3.0697859933029608,1.9588028192520142,43.54017072354452,131.15141462117953,0.3709401885668437,0.43711831361446574,0.46475738286972046,11.670313639679067,0.018045362618780356,0.016845070441228106,0.014235634356737137,0.0021199912767580274,0.006496528442318184,0.5802794104940607,0.3507152870490181,0.6794930100440979,5.835156819839534,0.9865192268043756
52,102.0630567073822,0.0,0.0,0.03919094724922764,0.02270785138097866,0.0164830958492424,0.0,0.0,0.0,0.0,0.0,0.0,2.8778478270199592,2.9677585907312647,1.9386780261993408,42.367408226998855,125.21496879842393,0.37504606713003524,0.42720461707850055,0.4701550006866455,11.670313639679067,0.017955161151775097,0.01609208825327258,0.014142384752631187,0.0020777752118409363,0.005990815166572279,0.584627174661596,0.3404032260712263,0.6778217554092407,5.908096280087528,0.976410205475986
53,102.07463073730469,0.0,0.0,0.038936759233909164,0.0225733361606087,0.016363423100452728,0.0,0.0,0.0,0.0,0.0,0.0,2.878574642569457,2.9714040198753877,1.9532265663146973,42.222783749548135,123.5330703045733,0.37385261428347477,0.4333186943491186,0.46806150674819946,11.962071480671042,0.018010301388770255,0.015863628005941474,0.014315788634121418,0.002081137189825704,0.005926566097183491,0.5808845193693883,0.3466204255962601,0.6776230335235596,5.908096280087528,0.9837711774744093
54,102.05033278465271,0.0,0.0,0.03875541657687276,0.022487178075591606,0.016268238658764273,0.0,0.0,0.0,0.0,0.0,0.0,2.8836279147780783,2.983777311542659,1.9366050958633423,42.79673115896465,127.7969923650866,0.37132290507823684,0.43509403882727204,0.46649956703186035,12.035010940919037,0.01792579336880885,0.01687539048521437,0.014164341613650322,0.002113258349637568,0.006570593990974151,0.5814394183962298,0.35573484492086976,0.6824997663497925,6.272793581327499,0.9753847187384963
55,102.08904671669006,0.0,0.0,0.03856295257068237,0.022375354282666574,0.016187598298876695,0.0,0.0,0.0,0.0,0.0,0.0,2.8888248437614794,2.982906444901411,1.9425617456436157,42.26869617739691,124.87477859818777,0.37649449595215545,0.42480435048954956,0.47118544578552246,11.816192560175056,0.017953192285244387,0.016994904624953188,0.01415267027914524,0.002116443514285461,0.006686663859928969,0.5819052435202289,0.3569635256353833,0.6817737817764282,6.12691466083151,0.9783572079613805
56,102.05874562263489,0.0,0.0,0.03839254733337953,0.02228575311709771,0.016106794197275235,0.0,0.0,0.0,0.0,0.0,0.0,2.8525927082562776,2.9357105573094233,1.9345039129257202,42.08312028395807,123.08551408950082,0.3778487806073251,0.4232111302685762,0.47502970695495605,11.597374179431071,0.017976218743323138,0.016362924664764848,0.014187908731400967,0.0020888000200048663,0.00607869958544363,0.5830983650414809,0.347763913753693,0.6773250699043274,5.981035740335521,0.9743459108285606
57,102.07290720939636,0.0,0.0,0.03826048834461165,0.02218726339258536,0.016073224976463324,0.0,0.0,0.0,0.0,0.0,0.0,2.868191211546189,2.9585420952257104,1.9457963705062866,42.08571404539712,123.49575956333162,0.37764397004848843,0.4261754663764713,0.473777711391449,11.962071480671042,0.018124610108140322,0.016688048474688705,0.014359533786773682,0.0020922608977118886,0.00628837303116818,0.5848540120712603,0.3474012345791414,0.6857708692550659,5.543398978847557,0.9800779521465302
