epoch,seed,epoch_time_s,peak_vram_mb,alpha_e,alpha_p,train_loss,train_loss_edos,train_loss_phdos,train_loss_shape_e,train_loss_shape_p,train_loss_scale_e,train_loss_scale_p,train_loss_gap,train_loss_sum,mae_edos_mean,mae_edos_std,mae_edos_median,mse_edos_mean,mse_edos_std,r2_edos_mean,r2_edos_std,r2_edos_median,fail_rate_edos,mae_phdos_mean,mae_phdos_std,mae_phdos_median,mse_phdos_mean,mse_phdos_std,r2_phdos_mean,r2_phdos_std,r2_phdos_median,fail_rate_phdos,balanced_score
1,42,108.11104226112366,18891.18994140625,0.0,0.0,0.07974543143873629,0.05146648235943006,0.028278948836352513,0.0,0.0,0.0,0.0,0.0,0.0,5.166476339036579,5.693882984795166,3.4265477657318115,81.88295561805867,291.9632323817305,-0.144234891054319,0.4474596479997162,-0.014813065528869629,54.63165572574763,0.0479413169058465,0.032357997858433185,0.04134078696370125,0.005934757766486585,0.010535409425347666,-0.007166989783489469,0.2222204259186437,0.06056255102157593,30.269876002917577,1.7339442763477564
2,42,104.05817365646362,18889.53369140625,0.0,0.0,0.055133488677118134,0.03272185055134089,0.022411638044792674,0.0,0.0,0.0,0.0,0.0,0.0,4.48973004894914,5.272999890574593,3.0236659049987793,75.56226523593884,338.10620606261386,-0.0543041588788829,0.5724364585760798,0.06580060720443726,44.63894967177243,0.0398608912115361,0.030820269810527875,0.033472757786512375,0.005060339242966392,0.012733449030121892,0.05574440934378069,0.6789580085603057,0.24127596616744995,30.999270605397523,1.5285693313926458
3,42,103.85756587982178,18889.78369140625,0.0,0.0,0.04301239284484283,0.0277715263483317,0.015240866294049698,0.0,0.0,0.0,0.0,0.0,0.0,4.358174638416452,5.117702460423243,2.944578170776367,72.99455942119792,329.7656423635392,-0.0064756092931300855,0.5161832051692754,0.0776110291481018,40.77315827862874,0.02837220249109291,0.023726554030774498,0.0236330796033144,0.0034746633339097573,0.009146923509846043,0.2888742872696563,0.5733108397240684,0.45180779695510864,18.38074398249453,1.4841056251898408
4,42,104.14737129211426,18890.53369140625,0.0,0.0,0.03868901645359785,0.024580967118558675,0.014108049043494723,0.0,0.0,0.0,0.0,0.0,0.0,3.9647207079165874,4.238777829286906,2.6948413848876953,62.858490417501535,221.44538604237886,0.0919586975673617,0.4450096160018393,0.17753803730010986,31.50984682713348,0.029003423545237855,0.02307741239154846,0.024060748517513275,0.003587251665856106,0.008581480367986677,0.2743404494594432,0.5606405883505933,0.4286811947822571,19.76659372720642,1.3594510667026043
5,42,104.03513836860657,18891.47119140625,0.0,0.0,0.03477218011799066,0.021267394122222196,0.013504785971473093,0.0,0.0,0.0,0.0,0.0,0.0,3.268557714207341,3.0307523401404843,2.3100080490112305,53.913653265568,162.68049081648547,0.1651776166922154,0.3995701065829102,0.22725826501846313,25.67469000729395,0.022288024167796523,0.019932840288541438,0.018023192882537842,0.0026981601015385317,0.0070558180479962955,0.4512210433540511,0.43126568905163104,0.5700716376304626,11.086797957695113,1.1640156209468842
6,42,103.99274778366089,18888.40869140625,0.0,0.0,0.03139737633907277,0.018505945534485837,0.012891430594027042,0.0,0.0,0.0,0.0,0.0,0.0,3.4139443597845314,3.687693501785969,2.277390718460083,53.10411457317989,181.9948980093508,0.2742864544334245,0.37205465487956113,0.33531856536865234,14.73377097009482,0.026089761448639597,0.022950377659445534,0.021169133484363556,0.0033103753060908093,0.008656866704453823,0.33442228671671437,0.522695279088496,0.48622071743011475,17.65134938001459,1.1492799259722233
7,42,104.2046685218811,18890.87744140625,0.0,0.0,0.029158331421406374,0.016810091171899567,0.01234824017662069,0.0,0.0,0.0,0.0,0.0,0.0,3.26644965191117,3.430291979125873,2.1994524002075195,49.84456235828064,155.10867901875685,0.2766782320128315,0.4437026133803022,0.36188292503356934,16.411378555798688,0.022122221538813325,0.02006209020017255,0.017537320032715797,0.0026235931222471616,0.006874887509648328,0.47564359327722516,0.40743051087445603,0.5832192897796631,10.13858497447119,1.1084948601201177
8,42,103.8563015460968,18889.31494140625,0.0,0.0,0.027763064513387888,0.015899102697553843,0.011863961702455645,0.0,0.0,0.0,0.0,0.0,0.0,3.0106174804536554,3.075761755081376,2.0557472705841064,46.67801641528158,143.65530398516992,0.3204084362190714,0.35486574345822725,0.3835182189941406,12.910284463894966,0.022113065517736417,0.020618457201512883,0.01771446317434311,0.0026319930620572404,0.008795231851230746,0.48102682941938996,0.42359651558518047,0.5874820351600647,9.992706053975201,1.0367308668792248
9,42,103.86419153213501,18891.22119140625,0.0,0.0,0.026769653319016748,0.015204164644946222,0.011565488649775153,0.0,0.0,0.0,0.0,0.0,0.0,3.2624191097931474,3.5130978904776415,2.134227752685547,47.04469866242007,153.49274035000943,0.3276538326303773,0.4013270624308364,0.40645819902420044,13.202042304886943,0.020195309621608665,0.01778046402010324,0.01637214794754982,0.0023909088999636567,0.006603984229982564,0.5272957993457997,0.35226103497201927,0.6185763478279114,8.60685630926331,1.0752999503165483
10,42,103.99415731430054,18891.28369140625,0.0,0.0,0.02572204912810222,0.014571980702812256,0.01115006837669922,0.0,0.0,0.0,0.0,0.0,0.0,3.01751167995055,3.0527521000165305,2.019425392150879,44.01986200210552,128.17706323456372,0.33970135685129815,0.3477164682047184,0.40377676486968994,11.232676878191102,0.022410725897981668,0.021667851779195366,0.017470339313149452,0.0026319990482465533,0.009130146504762085,0.48528906566048086,0.43230583739738576,0.6030434370040894,10.13858497447119,1.0184478657320142
