epoch,seed,epoch_time_s,peak_vram_mb,alpha_e,alpha_p,train_loss,train_loss_edos,train_loss_phdos,train_loss_shape_e,train_loss_shape_p,train_loss_scale_e,train_loss_scale_p,train_loss_gap,train_loss_sum,mae_edos_mean,mae_edos_std,mae_edos_median,mse_edos_mean,mse_edos_std,r2_edos_mean,r2_edos_std,r2_edos_median,fail_rate_edos,mae_phdos_mean,mae_phdos_std,mae_phdos_median,mse_phdos_mean,mse_phdos_std,r2_phdos_mean,r2_phdos_std,r2_phdos_median,fail_rate_phdos,balanced_score
1,42,238.68241620063785,7978.86474609375,0.0,0.0,0.0450598292551827,0.0367836163570863,0.0082762128980964,0.0,0.0,0.0,0.0,0.0,0.0,3.4390992112653267,4.318086366078554,2.3073670864105225,53.77187480614474,328.35368668312657,-0.0720911319091236,0.4654639045052666,0.0279353260993957,47.23455793298344,0.0082722643595352,0.0089158540217773,0.0054537984542548,0.0009480010619525,0.0031275089366294,0.4401274409609838,0.3640403964618093,0.5359554886817932,9.245054501413,1.1564104424323889
2,42,236.91857624053955,7976.70849609375,0.0,0.0,0.0289236880880461,0.0240242446266245,0.0048994434580795,0.0,0.0,0.0,0.0,0.0,0.0,3.159529671030849,3.825834779187111,2.098090648651123,48.14404781261906,263.6881644678138,0.0451972750728054,0.3955636111324173,0.1300617456436157,33.30641905530884,0.0061721632840097,0.007325475345427,0.0039477366954088,0.0006237527533942,0.0022157198514838,0.6275427912722492,0.2686405401819026,0.699133038520813,3.229713362939039,1.051019192673266
3,42,236.65953636169436,7977.45849609375,0.0,0.0,0.0238653825212751,0.0194122955749669,0.0044530869099167,0.0,0.0,0.0,0.0,0.0,0.0,2.973186681518571,3.722974524976889,1.968737363815308,45.8188153338068,247.06686267598795,0.0820895444976258,0.6521099867144389,0.2177506685256958,27.412192167945094,0.0060219074914381,0.0076680300540525,0.0038049647118896,0.0006336453651332,0.0023856181660884,0.6152589238599563,0.3259404517968396,0.7028287053108215,4.763827210335083,0.9862711642635986
4,42,236.5812997817993,7978.20849609375,0.0,0.0,0.0211533317743448,0.0170002961917475,0.0041530355629162,0.0,0.0,0.0,0.0,0.0,0.0,2.813457161088865,3.3401845439352456,1.8124816417694087,40.72607079527185,169.76603777327782,0.1740708144913289,0.5298252637991119,0.2814188599586487,21.31610819539766,0.0060333493530615,0.0071255807291959,0.0038844156078994,0.0006172969186476,0.002130613637697,0.636181974271444,0.298629100365712,0.7125270366668701,3.714170367379895,0.9081830286886544
5,42,237.1828093528748,7977.86474609375,0.0,0.0,0.0198201567552496,0.0158409013767894,0.0039792554118808,0.0,0.0,0.0,0.0,0.0,0.0,2.985759730855748,3.5591138969040883,1.896251201629639,42.08296692091765,161.23702775238763,0.1020260935692138,0.6738445078171067,0.2647112011909485,26.887363746467503,0.0050937914462359,0.0063437369928782,0.003158435691148,0.0005553448980442,0.0021420257305376,0.6827396109164796,0.2521092623040221,0.7428551912307739,2.301170771094065,0.9497048186603934
6,42,236.58266496658325,7971.45849609375,0.0,0.0,0.0189994265231789,0.0151630005289754,0.0038364260331942,0.0,0.0,0.0,0.0,0.0,0.0,3.176503213956429,4.144881709300247,1.9518643617630005,45.439326313691616,215.91864702599528,0.1657586880735105,0.5797358825996044,0.2885915040969848,22.28502220427937,0.0052114986797885,0.0065916791813297,0.0032249218784272,0.0005740174998767,0.002123850607569,0.6603732541967506,0.2824343879290996,0.7375715970993042,3.310456197012515,0.977544641820714
7,42,241.97668838500977,7972.8046875,0.0,0.0,0.0180405262646754,0.01439345009072403,0.003647076162439808,0.0,0.0,0.0,0.0,0.0,0.0,2.607510728888638,3.1292572599628223,1.645308256149292,36.63273538111871,145.47415389154276,0.2484466813243008,0.46061445451653193,0.34057456254959106,16.633023819136053,0.004867179021808903,0.006166702793600996,0.0030955641996115446,0.0005083340706878032,0.0020569852276743138,0.6936934925059325,0.27244882698422535,0.773606538772583,2.6645135244247076,0.8242019101744518
8,42,239.7318708896637,7972.2109375,0.0,0.0,0.017196253638720495,0.013761313421209082,0.0034349402293943143,0.0,0.0,0.0,0.0,0.0,0.0,2.565941574752066,3.086281918584711,1.6381428241729736,36.14626489638858,146.6548372170032,0.2452238477859759,0.5796517822343193,0.3598695397377014,16.71376665320953,0.004685651591644479,0.0062024612615087385,0.0028801648877561092,0.00048071282900064005,0.0019833147887479497,0.7180193473987633,0.2541309831592977,0.7930910587310791,2.3011707710940654,0.8205114945303649
9,42,240.14546656608582,7971.3046875,0.0,0.0,0.016474756268127874,0.013226627670763212,0.0032481286244725356,0.0,0.0,0.0,0.0,0.0,0.0,2.398049967519136,2.873674810496948,1.5186090469360352,33.957425623628424,133.28250412237807,0.29189740701890254,0.45361622774326155,0.37151938676834106,13.362939039160274,0.004569004650921917,0.006025124263902805,0.0028334762901067734,0.00047047438383614876,0.0019823590685496355,0.7198687023003832,0.2601717113222638,0.7981237769126892,2.3819136051675414,0.760721261613071
10,42,239.92970204353333,7971.2109375,0.0,0.0,0.015929930371067456,0.01284793787227388,0.0030819924898813976,0.0,0.0,0.0,0.0,0.0,0.0,2.499980982439649,3.066370160110262,1.5756138563156128,35.09071306572538,151.5863834560966,0.27812485272334764,0.5279450416218688,0.38721704483032227,15.502624142107388,0.004536359996421524,0.006033227459226622,0.0027581029571592808,0.0004495753633467205,0.0018702789434348202,0.7298617455138282,0.250635212092607,0.8059293031692505,2.1396851029471136,0.789185979636386
