epoch,epoch_time_s,alpha_e,alpha_p,train_loss,train_loss_edos,train_loss_phdos,train_loss_shape_e,train_loss_shape_p,train_loss_scale_e,train_loss_scale_p,train_loss_gap,train_loss_sum,mae_edos_mean,mae_edos_std,mae_edos_median,mse_edos_mean,mse_edos_std,r2_edos_mean,r2_edos_std,r2_edos_median,fail_rate_edos,mae_phdos_mean,mae_phdos_std,mae_phdos_median,mse_phdos_mean,mse_phdos_std,r2_phdos_mean,r2_phdos_std,r2_phdos_median,fail_rate_phdos,oracle_mae_edos_mean,oracle_mae_edos_median,oracle_r2_edos_mean,oracle_r2_edos_median,oracle_mae_phdos_mean,oracle_mae_phdos_median,oracle_r2_phdos_mean,oracle_r2_phdos_median,balanced_score
11,107.85952544212341,-0.0035991151817142963,-0.0026180334389209747,1.166915890079198,0.4042668957751972,0.758054392678397,0.3691867266730039,0.23739831423272892,0.07016033688478672,0.09171890152439084,0.006483767445486434,0.03297847914224376,4.352961304542533,4.156418668486039,3.0826256275177,84.40984267571345,236.03532201855282,-1.0232149651240119,13.109967695183819,-0.15516841411590576,58.42450765864332,0.020290511429824756,0.014155440935504205,0.0164116770029068,0.002685984905955023,0.004472912918099488,0.37561725109359106,0.966337160720075,0.5069224238395691,9.919766593727207,4.105021277172212,2.6399667263031006,-0.2081304024728348,0.1157299280166626,0.01968916492057077,0.015440654009580612,0.5078017719030207,0.602117657661438,1.5495186522603035
12,107.8336091041565,-0.003980792127549648,-0.002928198082372546,1.150136097005783,0.3982737595242592,0.7474162976526311,0.36406797396545854,0.2340064964993007,0.06841157023243759,0.09079361239953222,0.0062826250936326156,0.03189514332746886,4.210477949710418,3.9625095146155282,2.966704845428467,78.85816622217322,208.2624043650125,-0.7643807003047673,8.170169401726655,-0.08637893199920654,55.288110867979576,0.020028362878126836,0.013992842295064128,0.01618681102991104,0.0026589902471310808,0.004561307291204881,0.3893127520531307,1.0056960216588429,0.5225334763526917,9.773887673231219,4.074920045381736,2.644735813140869,-0.19072067668018855,0.12163978815078735,0.019523779255097542,0.015407908707857132,0.5146047461650217,0.6106237173080444,1.491445828229189
13,107.78321433067322,-0.004259373527020216,-0.003241804428398609,1.1329654865292695,0.39164591365583434,0.737248247114632,0.3580953095640455,0.23082068536441458,0.06710121029059324,0.08957238169522744,0.0056482855194924545,0.029416650281160115,4.057014077445349,3.8621252734494065,2.872744560241699,75.79067520866813,218.868133653196,-0.6695242758478934,7.087605815213039,-0.028556108474731445,52.37053245805981,0.019608324390658082,0.01371016139113615,0.016027262434363365,0.0026179450666469935,0.004576132805229167,0.4194740913455109,0.7688038997786615,0.5372648239135742,8.825674690007295,3.9515400002095755,2.591625928878784,-0.1511532395186866,0.1551365852355957,0.019281266988010536,0.015175341628491879,0.5202965312504925,0.6161224246025085,1.4443859113380313
14,107.79425883293152,-0.0046091643162071705,-0.0035220275167375803,1.118136878611395,0.38686704566110325,0.7273359711420432,0.35381340824132756,0.22769493316422398,0.06610727510564356,0.08850234398297943,0.005464233048070432,0.0284101490783926,4.237716314068335,4.170870853693207,2.954742670059204,83.14049095681642,254.04430234454233,-0.7141664990711003,5.714163095454487,-0.09204065799713135,54.63165572574763,0.01947925425981009,0.0136240210329235,0.015736039727926254,0.0026130726790854087,0.004531957162187582,0.4164328668606186,0.7437795403794771,0.5346865653991699,8.679795769511307,4.012712701307345,2.6022956371307373,-0.15580542373622447,0.15060824155807495,0.018979991318907298,0.01515511516481638,0.5255403882565071,0.6180832386016846,1.4852393548935652
15,107.81558394432068,-0.00502270832657814,-0.00388826010748744,1.1043796770426693,0.38050035936839377,0.7198652675478521,0.34810530765758657,0.22521137604734293,0.06479010394836827,0.088462278312045,0.005647839465994462,0.028844841935131534,4.105505716118127,4.025504354012773,2.875462532043457,78.86803080745851,235.66397890743542,-0.6909694805534803,6.69335071628346,-0.03126823902130127,51.495258935083875,0.019378979655898385,0.013483707163845515,0.0157772209495306,0.0025827579981167505,0.004509022751722496,0.425897924766151,0.712669083756834,0.5408021211624146,9.044493070751276,3.953589156612395,2.559581756591797,-0.13617318725168576,0.1607791781425476,0.018837944758148425,0.014952712692320347,0.5323633625070863,0.6250553727149963,1.4456198764964938
16,107.79244017601013,-0.005425794515758753,-0.004251204431056976,1.089043098705503,0.37539176125915685,0.7098261332546657,0.34368642026411894,0.2220858425857722,0.0634106802631919,0.08713721306913101,0.005162920017667559,0.027926212516083834,4.083930215050407,4.009282223883977,2.844043731689453,80.4756001924225,236.41838025723703,-0.6491402660643941,5.73687275500239,-0.03650033473968506,51.13056163384391,0.019592489591914477,0.013782749044465439,0.015982355922460556,0.0026030634398297816,0.004528613846089579,0.41883515259543097,0.8983650304635157,0.5404845476150513,8.825674690007295,3.8715628795733337,2.530252456665039,-0.13112008719440796,0.1601489782333374,0.019150117579487546,0.015051622875034809,0.527075258073452,0.623544454574585,1.4300130438059568
17,107.81195259094238,-0.005828350782394409,-0.004549574572592974,1.0751936753706752,0.3699374116370699,0.7014695867331313,0.3384098566134539,0.21940150561555133,0.06305510961822622,0.08653013981639818,0.005004637060152035,0.02785749338925667,4.096436331039097,3.9607472674872084,2.8424627780914307,78.6988185086253,228.2413975007947,-0.659802910187747,6.269696667143238,-0.05414390563964844,52.80816921954777,0.019472528538407852,0.013500746171707398,0.015806278213858604,0.0025679169363168747,0.004483684659158168,0.40665261037674894,1.1146151663063726,0.5407772660255432,8.752735229759299,3.917156270152891,2.5453646183013916,-0.1320149190316315,0.15759152173995972,0.018997129874492782,0.014938659965991974,0.5318750302605522,0.6282860040664673,1.4291345281526446
18,107.83982396125793,-0.006162113975733519,-0.004838989581912756,1.0649304111914455,0.36547211768328275,0.6957621199917863,0.33476210005429324,0.21769494826175034,0.06142003508963494,0.08535454653572758,0.004610705519934249,0.027740396534801398,4.056547450332377,3.97338801729253,2.7819557189941406,78.27170520101386,221.7677498789599,-0.6065704689071093,5.463051096086153,-0.006160378456115723,50.18234865061999,0.019286205913728195,0.013455115584878555,0.01566760241985321,0.002546335487805245,0.004491077225085727,0.4278032212775611,0.9219422246117098,0.5511159896850586,8.38803792851933,3.908519264199193,2.532938003540039,-0.13024162741841233,0.16629600524902344,0.018860629579798883,0.014949794858694077,0.5371402700307333,0.6306688785552979,1.398811660706997
19,107.82868719100952,-0.0066503011621534824,-0.00513277854770422,1.0522421428135462,0.3609011722375631,0.6877158107806225,0.3307946238330085,0.2151496218783515,0.06021309758566385,0.08453388864027862,0.004496968405575304,0.027257659029943256,3.992895873118108,3.920786470429809,2.7743773460388184,75.39473056904075,237.76967785733336,-0.5714928510848142,5.921635766929474,0.0062291622161865234,49.817651349380014,0.019192584357574247,0.0134272966130098,0.015822598710656166,0.0025351308053860903,0.00453133100588615,0.44393249100616256,0.7539628708459047,0.5628616809844971,7.950401167031364,3.9414874022238275,2.5494039058685303,-0.14101329743644775,0.1688992977142334,0.018927082420669136,0.015070033259689808,0.5389414940934213,0.6318252086639404,1.3950999723747373
20,107.8818781375885,-0.007107945624738932,-0.005457858555018902,1.041322019809189,0.3573676862973861,0.6803928426855159,0.3274021340267999,0.212909951284745,0.05993110457918561,0.08332597705435127,0.0044560835773716535,0.02670273896980129,3.9941507350628953,3.9650368457122065,2.765942335128784,77.4346211169059,250.9021923386216,-0.6166061564660438,6.157582131409147,0.0010907649993896484,49.963530269876,0.019194280336910546,0.0133803888389937,0.01580023765563965,0.002529635894366008,0.004496323763068424,0.4333139754489423,0.90415866030778,0.5583227276802063,7.658643326039387,3.824425753284814,2.4938135147094727,-0.09990349109811039,0.19842404127120972,0.01876810555477755,0.014924694783985615,0.5408616902443895,0.63630610704422,1.390871286392212
21,107.8155722618103,-0.007527081295847893,-0.005818957928568125,1.031687219705943,0.3537934073206287,0.6745024930805229,0.3242771106801992,0.2110214399787497,0.05903259460588933,0.08287634917754821,0.003670255134768694,0.026572622687341348,3.9219503385102463,3.8170044888164227,2.762612819671631,74.47713408696877,223.73007841967194,-0.5435506738423431,6.083143873097131,0.0323980450630188,47.410649161196204,0.01924838467598244,0.013435995181791368,0.015752309933304787,0.002517091492880448,0.004476376418849053,0.4360694944380323,0.8913555517166705,0.5589779019355774,8.023340627279358,3.8035432103393636,2.458533525466919,-0.09170181393884204,0.20673203468322754,0.018876464778481337,0.014904232695698738,0.5427203527512471,0.6390818953514099,1.3891825648024678
22,107.83477807044983,-0.007794152945280075,-0.006170346867293119,1.0188871813237492,0.34958528890206586,0.6657460389262385,0.3202889805371838,0.208259017969707,0.05859261646367197,0.08193796951291164,0.004136510435056091,0.02728555329502411,3.939441986333098,3.8844898905920022,2.7517495155334473,75.64923423601492,222.87197931135378,-0.5271692896828348,5.339992419889878,0.013931870460510254,49.161196207148066,0.018897434308843716,0.013278962042754418,0.015410768799483776,0.0025436264285550905,0.00456090082612531,0.44810610279212637,0.8833833741397183,0.5698680281639099,7.585703865791393,3.7826764717056838,2.4247570037841797,-0.08899533687761281,0.20007508993148804,0.018463476079639746,0.014711239375174046,0.545395057841342,0.6394637823104858,1.3835801421664655
23,107.85138273239136,-0.008165680803358555,-0.006535802502185106,1.010796701073994,0.34585882536523893,0.6613657101771574,0.3171230872587977,0.20690171550905045,0.057471477266390195,0.08132112595326003,0.00391524396497182,0.02789118322041483,3.877733484323576,3.787913559856235,2.707146644592285,73.31811551019321,203.01154564855125,-0.48472122155689656,4.759738627083444,0.05043971538543701,46.608315098468275,0.019176629377969892,0.013436829010670384,0.015621478669345379,0.0024913326464021312,0.00444542932621875,0.450731098086707,0.813006265743548,0.5675307512283325,7.512764405543399,3.7288270499108918,2.442399024963379,-0.07172762282480731,0.21914875507354736,0.018886881510582418,0.014905163086950779,0.5478752611067763,0.6426404714584351,1.3613840616308153
24,107.83351135253906,-0.008642377331852913,-0.006904110312461853,1.0006977211977233,0.3430889006432569,0.6541231605645171,0.31428129245518943,0.20457609551727945,0.057615216359843666,0.08078974888879947,0.003503974181042278,0.02784862760834548,3.7779232387578374,3.6595879107569607,2.6348648071289062,69.03583784810628,195.830597903947,-0.3818509487841444,3.454208448793974,0.08975642919540405,44.42013129102845,0.01895227270273194,0.013206244998726425,0.015454409644007683,0.0025092879571691202,0.004478933752012166,0.4549185933204222,0.6628175207740762,0.5645623207092285,7.731582786287381,3.768055706020692,2.435692310333252,-0.07770253271190551,0.20969116687774658,0.01862913479109415,0.014589402824640274,0.544813028093153,0.6376347541809082,1.325159608386457
25,107.80353426933289,-0.008983277715742588,-0.007268177345395088,0.9916176589167848,0.34015828883682675,0.6479715036755053,0.31174612553578424,0.2027103257943868,0.0568243266238068,0.07968105282362974,0.003651085808988747,0.027576480392073402,3.911943160470257,3.828345605742115,2.7069435119628906,74.25478462105376,199.46774351241007,-0.46381670175722095,4.038272186722908,0.03763347864151001,47.921225382932164,0.01913245309692455,0.01336832589231683,0.015629751607775688,0.0025215970369826535,0.004454680491990351,0.44959054955768374,0.7868885180445736,0.5647788047790527,7.512764405543399,3.7228772955206866,2.4345459938049316,-0.06124589053668044,0.22500455379486084,0.0187054905727272,0.014779750257730484,0.5454484868623496,0.6400361061096191,1.3612866317853332
26,107.92460346221924,-0.009452219121158123,-0.0077027068473398685,0.9815420153884776,0.3356064069288465,0.6425092586101665,0.30767713891173937,0.20090439461671228,0.05585853668043808,0.07959215107316873,0.003116918469264574,0.028029680124459565,3.785146826629566,3.6147926155558805,2.636594533920288,68.66955278843184,179.72768700847226,-0.40302909837857726,3.645026321819509,0.08163422346115112,45.29540481400438,0.019196308992431518,0.0133730332429761,0.015660518780350685,0.00252740335121513,0.004552706461774678,0.4609600065573561,0.7625303423545011,0.5643905997276306,7.439824945295405,3.7375384146805493,2.436689615249634,-0.07253253020829828,0.21688294410705566,0.019032632547879375,0.014959931373596191,0.5448771332146737,0.6333514451980591,1.3261275263503194
27,107.85124158859253,-0.009877709671854973,-0.008056774735450745,0.9732438977536237,0.3341676452069519,0.6355813766012386,0.3064665435528269,0.19870974444960715,0.05540220316705829,0.07890428814483105,0.003181835455856445,0.02858508164578989,3.7388228446484306,3.6302495286840992,2.599085807800293,66.94923069260139,177.22021175212345,-0.3476592545349349,3.22532508248188,0.11272722482681274,43.39897884755653,0.01887934376743101,0.0132445544795618,0.015207787044346333,0.002489121754415444,0.004566139654855738,0.4784229801659337,0.7447021552194543,0.5803154110908508,6.783369803063458,3.758200640077577,2.4251277446746826,-0.08406516855255171,0.2093437910079956,0.0186978393045127,0.014768962748348713,0.5564484193236353,0.640451192855835,1.3071467974223197
28,107.8749132156372,-0.010255678556859493,-0.008525850251317024,0.9630311915200236,0.33074298952828346,0.6287747704948002,0.3032274718882391,0.1966214238641561,0.05503103435691174,0.07782099493195468,0.00294160397975572,0.02925112177740033,3.765159200482956,3.5846916652168117,2.597158432006836,67.09935281927311,163.96522062738077,-0.351735599453131,3.6113398485431647,0.10936552286148071,43.47191830780452,0.018930294095738272,0.013163644975397104,0.015476331114768982,0.0025239775489696603,0.004541033523487967,0.46795791252784535,0.6948662249497871,0.5668133497238159,7.075127644055435,3.69568858699456,2.397416830062866,-0.06264990216011031,0.22987991571426392,0.01859226870896698,0.01463425811380148,0.5482095385189042,0.6362029314041138,1.3063173815608025
29,107.88449048995972,-0.010684940032660961,-0.00900545809417963,0.9531596419415043,0.32771171937878557,0.6219400672280059,0.3003275601665758,0.19437500417406287,0.054768319477927235,0.07763010889031102,0.0030527907743734587,0.028972967253568915,3.7298478953795744,3.504175893110565,2.6279990673065186,65.26795522804507,154.44175802797898,-0.3384052958912783,3.5454853779113664,0.1288791298866272,42.669584245076585,0.01899159143890786,0.013327609544354574,0.015460347756743431,0.00253550021912128,0.004567711739070428,0.4612615099794929,0.8967984461804969,0.5668779611587524,7.00218818380744,3.6862750511961555,2.3969502449035645,-0.05623406819580768,0.23967832326889038,0.018717767466790294,0.014922382310032845,0.5462785313635478,0.6323697566986084,1.321729707531631
30,107.78607487678528,-0.011073651723563671,-0.00943010114133358,0.944936386871616,0.3247628639025869,0.6166383403383261,0.2975910824259238,0.19265709489410196,0.05434356248359204,0.07733410895522412,0.0026624067371066908,0.030027036446502363,3.642014722420646,3.4125359758414486,2.5649120807647705,62.53463092211017,150.29752858586886,-0.26668741696946907,2.6527220450216302,0.14271998405456543,41.57549234135667,0.01898153422788916,0.013310460232786921,0.015335703268647194,0.002523546825856973,0.0045940415431827905,0.4731296587390329,0.6517772658107429,0.5688762664794922,6.637490882567469,3.6738898220351803,2.3936448097229004,-0.061863321400662565,0.22871971130371094,0.01880662115126455,0.014928517863154411,0.5481985490049088,0.639950156211853,1.2901238920167089
31,107.88072896003723,-0.01143995113670826,-0.009846343658864498,0.9368353353992496,0.32283286984912163,0.6102419682390141,0.2959357362794459,0.19068111068740182,0.05379426720994728,0.07639727388500472,0.0027240851592887803,0.032156809971670544,3.5829030523262784,3.334097304932808,2.514690399169922,61.55766349721137,148.32742885983654,-0.2500846585507466,2.839190925768488,0.16011250019073486,41.867250182348656,0.018770901757828418,0.01330900601655168,0.015152898617088795,0.0024917461535907647,0.0046054452037206164,0.480819205530015,0.6357421380446329,0.5737566947937012,6.929248723559446,3.624761627923173,2.3717520236968994,-0.04539777996068797,0.23874402046203613,0.018606139289726042,0.014674680307507515,0.5537127892871915,0.6376376152038574,1.2649216488935053
32,107.82559609413147,-0.0118411211296916,-0.010117567144334316,0.9280181619238228,0.3196454102895698,0.6045019822982588,0.29309200923401135,0.18881936901338595,0.053106801358999214,0.07608774731766552,0.0031640627633458015,0.03237961973104376,3.5603025284976875,3.3781419188313246,2.4863433837890625,62.36179908793243,155.43616960859364,-0.2163525943683065,2.377980662888077,0.1657523512840271,39.16849015317287,0.018731233395108265,0.013165945461026672,0.015085173770785332,0.002471365779267328,0.004502024119996018,0.4754110912090666,0.6261971403249337,0.5763239860534668,7.075127644055435,3.5673981946502438,2.352213144302368,-0.020951066375387403,0.26143258810043335,0.018440395396327285,0.01463179662823677,0.5542041930641074,0.6372476816177368,1.250714278779924
33,107.83703446388245,-0.012295008637011051,-0.010517480783164501,0.9183965115088416,0.3165298828925753,0.5980088639537378,0.29037381022212805,0.18670249163409364,0.05231214484129286,0.07580277717973678,0.002729450084684734,0.03311872839352045,3.662229284144161,3.4017838110459437,2.5846781730651855,63.55424382903883,148.03536996720425,-0.33211691804735616,3.293072914860289,0.12146526575088501,43.180160466812545,0.01873374664490291,0.013196437454386489,0.015248727984726429,0.0024998861988550208,0.004541163982827273,0.46351956995102195,0.8179639650286576,0.570668637752533,7.148067104303428,3.5776753833124797,2.3450469970703125,-0.03635938331908679,0.25094473361968994,0.018386405668670433,0.01455049216747284,0.5514842523526833,0.6445173025131226,1.299963450524956
34,107.88713645935059,-0.012697655707597733,-0.010847766883671284,0.9136480755083067,0.3147241339826028,0.5951369201476651,0.2884842450173881,0.1858536087780235,0.05247977727062935,0.07515218575911341,0.002800725719252192,0.03226879819326168,3.546707515991317,3.2919785096527203,2.462157964706421,59.941439036059826,138.59517337224224,-0.2273353555618108,2.4344650240055943,0.1649256944656372,40.70021881838075,0.01858960139593361,0.01305905947385889,0.014997012913227081,0.0024698495041193674,0.0045642390238370655,0.47244313670109,0.6983339244729639,0.5770764946937561,7.439824945295405,3.5596096075631074,2.362095355987549,-0.023290616895576884,0.2681753635406494,0.01840565534067231,0.014411288313567638,0.5503816971111088,0.6435902714729309,1.238577488809824
35,107.82843828201294,-0.013195243664085865,-0.011189530603587627,0.907688322637241,0.3127529373495641,0.5910514283805824,0.2864495289916547,0.1845464573048989,0.05260681696018916,0.07482411542977953,0.002715810644632494,0.03340794491437712,3.5480236841500195,3.27897943137275,2.4686217308044434,59.51725709758954,137.50986748265964,-0.222570655382436,2.592353199245345,0.17550188302993774,39.606126914660834,0.01861184439443549,0.013125097710797014,0.014972375705838203,0.0025266186756697155,0.004617951063263115,0.4744179890940087,0.6720619962316675,0.5741246342658997,7.00218818380744,3.577135409896257,2.364694118499756,-0.02512082090176082,0.25830715894699097,0.01847051541924879,0.014510794542729855,0.5425249659867291,0.6380341053009033,1.2417970532551408
36,107.79983472824097,-0.013633577153086662,-0.011545570567250252,0.8995191195963423,0.3096812509065467,0.5859115791911634,0.28377168388825463,0.1828384547122366,0.05181913437870258,0.07479242931063078,0.0027363936142223567,0.0337901031625601,3.4507917666048313,3.159730924636377,2.451225757598877,57.3866618263578,136.1564516890671,-0.1864531690147478,2.427355125208805,0.18762022256851196,39.095550692924874,0.01862304597613446,0.013096468178048055,0.01508362591266632,0.0024895792655210518,0.004543359686198338,0.4736832437247451,0.6863662487826773,0.5771476030349731,7.00218818380744,3.525950233358958,2.3505725860595703,-0.02328352350809555,0.2583125829696655,0.018457737945033446,0.014520437456667423,0.5478193379944036,0.6395596265792847,1.2331546917557716
37,107.89736676216125,-0.013996251858770847,-0.011877772398293018,0.8927529586299863,0.3073579810624915,0.5816302567981075,0.2817645434822355,0.18154170718206955,0.05118687687653494,0.07401027049836716,0.002216451434033238,0.03321427935815848,3.5271015309944023,3.23692849578937,2.4688007831573486,59.31755509156867,135.15653028692606,-0.2050612542770102,2.3373627372122328,0.17425978183746338,40.26258205689278,0.01860530277516117,0.013092317486562324,0.01507476344704628,0.0024799220045175078,0.004497413832510512,0.4740719747838967,0.7466811190720942,0.5799115896224976,6.929248723559446,3.517528025192948,2.361112356185913,-0.014326866615609824,0.2605741024017334,0.018382866769321916,0.014446043409407139,0.5502656514326384,0.6459303498268127,1.2419377733021975
