epoch,epoch_time_s,alpha_e,alpha_p,train_loss,train_loss_edos,train_loss_phdos,train_loss_shape_e,train_loss_shape_p,train_loss_scale_e,train_loss_scale_p,train_loss_gap,train_loss_sum,mae_edos_mean,mae_edos_std,mae_edos_median,mse_edos_mean,mse_edos_std,r2_edos_mean,r2_edos_std,r2_edos_median,fail_rate_edos,mae_phdos_mean,mae_phdos_std,mae_phdos_median,mse_phdos_mean,mse_phdos_std,r2_phdos_mean,r2_phdos_std,r2_phdos_median,fail_rate_phdos,oracle_mae_edos_mean,oracle_mae_edos_median,oracle_r2_edos_mean,oracle_r2_edos_median,oracle_mae_phdos_mean,oracle_mae_phdos_median,oracle_r2_phdos_mean,oracle_r2_phdos_median,balanced_score
38,107.84990644454956,-0.014371396042406559,-0.012181970290839672,0.8850523153477438,0.30623796912393486,0.5748734655776455,0.28066493518672253,0.17935798254200738,0.05114606989455293,0.0735990367558277,0.0025124647503936386,0.03438389222286967,3.4461437277142624,3.1493312385080854,2.4175760746002197,56.96943196196199,132.28413813994115,-0.1641737442221805,2.0968524906990464,0.1888669729232788,38.439095550692926,0.01859012774136094,0.013065648079203171,0.015000076033174992,0.002463957071637975,0.004507844101683256,0.4739087936132168,0.6930324346821093,0.5818495750427246,7.512764405543399,3.500220197002267,2.3175225257873535,-0.011180000658195268,0.2659795880317688,0.018403031018687947,0.0146362679079175,0.5507638445307441,0.646537184715271,1.2162880753166974
39,107.82549285888672,-0.014845497906208038,-0.012448654510080814,0.8776585948015441,0.30275050852632385,0.5710816188734404,0.2774669152220206,0.17813621641682467,0.050567184610199996,0.07334593991930909,0.0023822706551396926,0.03350012516467112,3.5243261798531536,3.2815959601451405,2.430558204650879,59.549718067848836,138.4623733537683,-0.19711497628193195,2.3756635703563598,0.1885417103767395,40.0437636761488,0.018688980981444003,0.013245519240952937,0.015082240104675293,0.0024735860572194356,0.00450332782277551,0.46779633498730927,0.7269008771160195,0.5762641429901123,7.585703865791393,3.543985797384418,2.3585922718048096,-0.018759785126283342,0.25565606355667114,0.018433582699815366,0.014303325675427914,0.5503344929279158,0.649528443813324,1.222820222377777
40,107.86094212532043,-0.01524096168577671,-0.01283301878720522,0.8725748885824799,0.3009464951020288,0.5677085983683695,0.27584822632307215,0.17704255144728168,0.05019653622202206,0.07316188693437563,0.002184004877729371,0.03482994371509239,3.512994273388412,3.2427819134048823,2.469400405883789,58.78497530417252,133.95438936711412,-0.20102639666967023,2.0891620411097587,0.1630842685699463,40.33552151714077,0.01862921462746515,0.013195159994020707,0.015049892477691174,0.002464207808356267,0.004514928470677993,0.4719178482270606,0.7314471706183299,0.5811624526977539,7.585703865791393,3.5033682124250394,2.34723162651062,-0.01047150754824248,0.26777082681655884,0.018356252646739075,0.014256825670599937,0.5538418567328449,0.6476309299468994,1.2422251491807401
41,107.84231376647949,-0.01567460224032402,-0.013134203851222992,0.8672778554282452,0.2993629744640245,0.5640225857061826,0.2743580311363015,0.17587038164322996,0.050009886698889665,0.07282288106424468,0.0024559257774223126,0.03401111761439298,3.5219870726506612,3.2522147733607616,2.415748119354248,59.339507370899184,137.64144390494494,-0.20883000979538296,2.285375068957642,0.16558384895324707,40.84609773887673,0.018530924917697325,0.013087228203592382,0.014961545355618,0.0024685749435884963,0.00449897826439821,0.47491502696627863,0.7305725257378068,0.5824202299118042,7.36688548504741,3.4869287679179752,2.3386011123657227,-0.006680265558105068,0.27688729763031006,0.01826274395579157,0.014453079551458359,0.5537476748293286,0.6498703956604004,1.215354832354933
42,107.84280562400818,-0.016078518703579903,-0.013449674472212791,0.8609839533577855,0.2979686131195841,0.5590580014549956,0.2728973303001059,0.17421939608480771,0.050142565389155645,0.07279962647174086,0.0022431919117164557,0.035087021371843864,3.5004163280640266,3.2731986324279725,2.401024580001831,59.70888967602836,142.39849792210612,-0.17879339859139562,2.1771789335113465,0.180164635181427,40.33552151714077,0.01867394057614695,0.013174358307554198,0.015190343372523785,0.002445047406241929,0.0044668514064254835,0.46410809556208416,0.8639606809700524,0.5836830139160156,7.439824945295405,3.5025505381918234,2.3092427253723145,-0.00756005702620436,0.2682477831840515,0.018453163433620294,0.014587251469492912,0.5504770058945615,0.6467539668083191,1.2081074616871774
43,107.85697770118713,-0.016409998759627342,-0.013783259317278862,0.8537515050815772,0.2958339370200655,0.5539905088288444,0.27087926212969743,0.1726364261815569,0.049909349340869456,0.07216246041086428,0.0019082428580045761,0.035454126745571024,3.5033732247691707,3.2484581458147526,2.396214723587036,58.426671871960295,136.36016282595395,-0.1970087382847336,2.3263416791411986,0.16884863376617432,39.82494529540481,0.018579121482367324,0.013136242149727117,0.01496652327477932,0.0024559791077111023,0.004540030899498014,0.4742804866129251,0.7918505507322544,0.5823871493339539,7.36688548504741,3.5297292553806807,2.334731340408325,-0.01580616542668694,0.2620561122894287,0.018381277898110497,0.014553375542163849,0.5545466317476625,0.6541618704795837,1.2055906234309077
44,107.8137834072113,-0.016804339364171028,-0.014021363109350204,0.8497560196298204,0.2937346566957218,0.5520964948672248,0.2691937048129368,0.1720430310326832,0.049081904514972394,0.07193480069279323,0.001992853808010607,0.035263006159976,3.4601431221726338,3.1973750968918004,2.3849937915802,58.06403380196561,138.1709617762871,-0.175482246886197,2.3403168229707534,0.18845707178115845,39.460247994164845,0.018463332548845874,0.013027927433459175,0.014849609695374966,0.0024519813854836808,0.004532163448768492,0.47020177398607904,0.8608451145399211,0.5829716920852661,7.439824945295405,3.4778654046470803,2.297783851623535,0.0036408993817001775,0.26656538248062134,0.018230346410367488,0.014381812885403633,0.5557822262084371,0.6528542041778564,1.1999217006377876
45,107.83081674575806,-0.017161238938570023,-0.014298026449978352,0.843820217399486,0.2923417828607837,0.5474457554845004,0.2677683547443273,0.17055978022146503,0.04914685610801242,0.07153283021583849,0.002280138576756477,0.035766484693735404,3.511381942520691,3.2706648745441846,2.400568962097168,59.86414913961937,142.3994782892306,-0.20450488308935075,2.2442003361958016,0.18225634098052979,40.26258205689278,0.01851796098209695,0.013057546584470904,0.014930852688848972,0.0024228392488249467,0.004475455329122474,0.46546375503686116,0.8722841372036344,0.5858574509620667,7.36688548504741,3.4806630653699413,2.335019588470459,-0.002351292548259621,0.27812403440475464,0.018330984110101638,0.014443382620811462,0.5532702541455659,0.6509034037590027,1.2077499073930085
46,107.86060428619385,-0.017515135928988457,-0.014531333930790424,0.8387919640054509,0.2903277771031544,0.5445030591404473,0.2658356197026311,0.16959389544610726,0.04898431407879636,0.07144274831404665,0.0019833743235770696,0.03564448752128261,3.441466594148865,3.1893047669088483,2.3952505588531494,57.44975598930313,137.2556346180865,-0.14710169487152544,1.9023913859951693,0.20349866151809692,38.00145878920496,0.018415830012373176,0.013024119124680501,0.014715699478983879,0.0024359672702976547,0.004499031833503445,0.4728485839285179,0.6594592376777805,0.5873821973800659,7.36688548504741,3.506005461875928,2.32979154586792,-0.01085674854023973,0.2618710994720459,0.01813308434823445,0.014303616248071194,0.5541857612732985,0.6533946990966797,1.2049831291660666
47,107.83139991760254,-0.017898673191666603,-0.01484718732535839,0.8336292447918706,0.2888305382721626,0.54069186169274,0.2647864995388526,0.16835393778349847,0.04808807913919927,0.071260095913365,0.001889502786193173,0.037289410430405824,3.448532102220603,3.1504887861689017,2.4495396614074707,56.56305974906679,130.68195630020307,-0.17249738709236218,2.126620186127581,0.18973839282989502,38.584974471188914,0.018561563469343196,0.013070834032877702,0.014993567019701004,0.0024212366172240447,0.004445713809426466,0.4763516137671245,0.8049479115580872,0.5836201310157776,7.148067104303428,3.4914369103542913,2.3069393634796143,-0.001987312502621039,0.26977938413619995,0.01836653241931334,0.014416840858757496,0.5584818454748692,0.6525583267211914,1.2322666142135859
48,107.88817811012268,-0.018295882269740105,-0.015070552006363869,0.8295294864879753,0.28783479393744954,0.5375546045796864,0.26363275945186615,0.16728099194455773,0.04840407038036919,0.07142325266978483,0.001923738016533402,0.03755342748570025,3.4826929159489626,3.2878891524750617,2.3534727096557617,59.18614672345023,142.80433863662228,-0.13848076511872762,2.095685217461963,0.2023944854736328,37.490882567469,0.018400168065036044,0.01303330401318494,0.014847208745777607,0.0024345470933277557,0.0044447508843363705,0.46471802715312643,0.7912462024698887,0.5859501957893372,7.87746170678337,3.510409801714747,2.3033254146575928,-0.0019482248982402375,0.2791185975074768,0.01802909645282668,0.014360080473124981,0.5534332982386054,0.6579186320304871,1.1841599592007697
49,107.83299016952515,-0.018677329644560814,-0.015319982543587685,0.8261081691038504,0.28676322641247565,0.5352544470882972,0.262585134878103,0.16667959144007707,0.048356181227821995,0.07043134814817947,0.0018381302444457465,0.03722868377543747,3.493257282186302,3.272573591579612,2.3913769721984863,58.50223715878333,143.716656615877,-0.16500021031440218,2.1483497104249607,0.18950378894805908,38.8037928519329,0.01839447523802478,0.013040812680654396,0.01494544930756092,0.0024120510816748484,0.004418416454999348,0.46840275999058084,0.7333547625251647,0.5849926471710205,7.2210065645514225,3.5406012501293165,2.326592445373535,-0.011879604807046102,0.2653287649154663,0.018169763213253486,0.01425236463546753,0.5533988573184246,0.6596806645393372,1.2031612107530236
50,107.82803869247437,-0.018936293199658394,-0.015553570352494717,0.8198828010795415,0.2836540678065303,0.5321778857499448,0.2598620289529378,0.16561358185273217,0.04758407754970188,0.07067427978071632,0.0017208950218714077,0.037066711112856865,3.4877493702456692,3.2364209412270024,2.4126758575439453,58.62696937074372,138.4721097538116,-0.17861830262177883,2.125385402123782,0.17486441135406494,39.02261123267688,0.018534433892661437,0.013127780875860844,0.014930972829461098,0.0024131426013300874,0.004436101870686274,0.46610138761484216,0.877871958221455,0.5861141681671143,7.148067104303428,3.514141767195417,2.3195760250091553,-0.012609751662748908,0.2685707211494446,0.018256935977596412,0.014480258338153362,0.5580888929634873,0.6590249538421631,1.2138034151867032
51,107.89294743537903,-0.019266769289970398,-0.015761878341436386,0.812924455101914,0.2831396730318014,0.5257027889479701,0.2590818516801467,0.16353815335660912,0.04811564248880648,0.07017665625205019,0.0017059911339293826,0.037407955562060495,3.4378290379638656,3.189633153464776,2.352112293243408,57.509670938945966,135.21655560886157,-0.1341606554630288,2.0441177668340234,0.21125173568725586,37.70970094821298,0.018580371730744887,0.013088195345719566,0.014993412420153618,0.0024347450110742404,0.00447355507281037,0.4689321843139626,0.8070018938903476,0.5837531089782715,7.293946024799417,3.475386482044609,2.2999799251556396,-0.000501647863311545,0.2664790153503418,0.018367125972596633,0.014596400782465935,0.5544930881692232,0.6570638418197632,1.183552852831781
52,107.867990732193,-0.019601356238126755,-0.015935342758893967,0.8106334225081842,0.28135192311713714,0.5252657219029029,0.25771432259166205,0.16343041083642415,0.047275200719692614,0.06994897807587167,0.0017898229640690487,0.03657811936859921,3.4840335953222583,3.2370721199072747,2.4283270835876465,58.18286299203909,136.79284985609135,-0.18095975714300255,2.539992614237649,0.17299878597259521,39.606126914660834,0.018440862700590567,0.013028328783098526,0.014705484732985497,0.0024167698970494695,0.004427723928462033,0.458651999849894,0.9199673541349976,0.5894237756729126,8.169219547775347,3.5013542399190793,2.288465738296509,0.002764364474885747,0.2796592712402344,0.01808804089722633,0.014291775412857533,0.5552582607749255,0.6582428812980652,1.221516284160316
53,107.80692291259766,-0.019954025745391846,-0.016207797452807426,0.8050903481575212,0.28025604115456954,0.520822291732182,0.25667489535085664,0.16194695027941516,0.04716229060822256,0.06996288202681278,0.001742195185492699,0.03663575110832126,3.457191318980018,3.2263350361863465,2.3744187355041504,57.73126672695504,138.37967265498776,-0.13640612646404798,1.9851571939474495,0.20167940855026245,38.074398249452955,0.018488108779076674,0.013079050909577077,0.01485425978899002,0.002423231179043277,0.004423355400249884,0.4692638900747793,0.8053363885277249,0.5881543159484863,7.585703865791393,3.5214029322741762,2.3054299354553223,-0.0062077907990748474,0.2781323194503784,0.018245656107527555,0.014469562098383904,0.5544022723412879,0.658950686454773,1.1946364976465702
54,107.85019159317017,-0.020218178629875183,-0.016416287049651146,0.8025104928294702,0.27845943599678685,0.5200295211969937,0.25484834389853406,0.16174966355367582,0.04722218453319358,0.06956105838928904,0.0018495301322918375,0.03651628899591657,3.3861028582270696,3.1915915645884168,2.3246641159057617,57.02906890274898,139.15322251928598,-0.09940393335361884,1.852785946861264,0.23997491598129272,35.375638220277175,0.01840825706558084,0.013008330649875607,0.01499107014387846,0.002386421642731935,0.004412978150436343,0.47301415080662457,0.7163302723733723,0.5901690721511841,8.38803792851933,3.456784812580009,2.245304822921753,0.00945439358682723,0.281643807888031,0.018136290278661735,0.014286571182310581,0.5583905980675695,0.6564958095550537,1.16982759302482
55,107.8850667476654,-0.020565517246723175,-0.01668490469455719,0.7973235730874643,0.27745265124838137,0.5157190145104689,0.2539321854493361,0.16031382122123206,0.04704093250497611,0.06955510240493468,0.001754099381362389,0.03801083817817379,3.477864252692761,3.264193463006486,2.398420810699463,58.95586671261762,143.31604802977503,-0.17623905632115036,2.1402290742062946,0.19171273708343506,39.460247994164845,0.01844130184315111,0.01301026185524943,0.014860077761113644,0.0024068780912967287,0.004381179857396045,0.4686408881546371,0.7960193394038145,0.5908108353614807,8.023340627279358,3.490385162594499,2.2757725715637207,-0.0045529668301583035,0.27612459659576416,0.01815414025218489,0.014413587749004364,0.554937726254884,0.658007800579071,1.2066404442302883
56,107.86322808265686,-0.020874932408332825,-0.016812143847346306,0.793000705561902,0.27589815733384115,0.5130226005618148,0.2526177635780229,0.1594287159665333,0.046560787131504834,0.06947290350522835,0.0015956084939956147,0.0376082860997745,3.470642323240931,3.298382533671008,2.3833389282226562,58.971691894724714,143.40819812155922,-0.1461457962715043,1.9139006620089456,0.1919899582862854,38.584974471188914,0.018490060828114982,0.01307233844462558,0.014806036837399006,0.0024111178502181246,0.004424935077276577,0.46981784820904443,0.726500082433855,0.5847741961479187,7.804522246535376,3.508888514952926,2.2945265769958496,-0.002765406230172478,0.27514809370040894,0.01822603985641415,0.014399842359125614,0.555006913857074,0.6576606035232544,1.1990724825300276
57,107.8875424861908,-0.021092088893055916,-0.017069967463612556,0.7890142648977719,0.27543328089894775,0.509344758080324,0.2521599951273498,0.15825446801526205,0.04654657162736786,0.06916270853609455,0.0017442662304572045,0.038873733485622584,3.4936536864957004,3.3084149900360713,2.3409037590026855,60.165956202299384,141.65285945363934,-0.16320923455521452,2.124920903384853,0.19737541675567627,38.00145878920496,0.018560826540613827,0.013117944902864625,0.014909345656633377,0.0024409406167255933,0.004435042093351216,0.4701126883883793,0.7632439091361931,0.5901085138320923,7.658643326039387,3.4577501659831107,2.2517166137695312,0.013211287780889711,0.28284555673599243,0.018249016990654177,0.014540845528244972,0.5541572288646044,0.6546431183815002,1.1779065523296595
58,107.87548494338989,-0.021331844851374626,-0.017282886430621147,0.7853385773066529,0.2736480170888039,0.5076256325745374,0.2504464291014407,0.15778947880073468,0.046403175540290144,0.06851439240440162,0.001633598410625591,0.037382065875146205,3.3890595566630797,3.1902690054515674,2.3190228939056396,56.20788192350681,136.87757309831272,-0.09976288878422075,1.927957807165944,0.22980660200119019,35.95915390226112,0.01849941179730483,0.013087740195462903,0.014966625720262527,0.002415761131167921,0.00441453135114446,0.47418201387058984,0.6456030234189287,0.5878729224205017,7.658643326039387,3.4942300703178177,2.2781789302825928,0.0020391671088905252,0.2786480188369751,0.01823396661371824,0.01444081962108612,0.5539086350639922,0.6517536640167236,1.166994759812951
59,107.81248307228088,-0.021589431911706924,-0.017438799142837524,0.7817853131377662,0.27279334295942903,0.5048313261642401,0.2498016585500873,0.15680804157917422,0.045983369451331156,0.06881440289144787,0.0017200367263808468,0.038166374141898864,3.4517347783524133,3.2187632352508784,2.3712472915649414,57.68683521456359,136.66010265574326,-0.13733407535490375,1.8633122776027784,0.201998770236969,38.00145878920496,0.018511712699926464,0.013088011386400644,0.014924941584467888,0.00240849973150208,0.004403881613297571,0.47301615132283853,0.7346260487290247,0.5866830348968506,7.00218818380744,3.4886041438270885,2.272705554962158,0.006391544093362264,0.27644050121307373,0.018262942813710124,0.01448578666895628,0.5565438047540527,0.6551010608673096,1.1930861165747046
60,107.92070865631104,-0.021909670904278755,-0.01760178431868553,0.7799668065313,0.27224062239810953,0.5036173666183872,0.2490798864003173,0.1564788731906574,0.046321471392804264,0.06836149215415858,0.0015485348773057379,0.037991127281642514,3.453061804740556,3.2697876777787753,2.3469810485839844,58.52156259403187,141.22826959154216,-0.1458782430202921,2.1269827244586237,0.2082892656326294,38.00145878920496,0.018343217469292288,0.012967479707683012,0.014720596373081207,0.002421182373644547,0.004397203498666084,0.45712188688357497,0.8371585760102108,0.5825693607330322,8.38803792851933,3.4932179254589073,2.268930673599243,-0.0019013949504827253,0.2835412621498108,0.017956424652202936,0.014185719192028046,0.5520983414437803,0.6509299874305725,1.1808508224785328
61,107.81679916381836,-0.022166412323713303,-0.017756469547748566,0.7752133656521233,0.27025678992792745,0.5008288631460062,0.24732952658358537,0.15552206517742953,0.04585452631941342,0.06852533530889204,0.0017254165856480429,0.03782625853982768,3.425145248745933,3.203041582058964,2.3605477809906006,57.96740590771735,137.68220707512413,-0.13326084018188353,1.9113728138141044,0.20949971675872803,36.83442742523705,0.018384499222489876,0.013014183349875256,0.014913327060639858,0.002378396054305606,0.004367893802935471,0.46964277780290764,0.7172421134601399,0.5920459032058716,8.242159008023341,3.4398839802615058,2.2645726203918457,0.015918548354086955,0.2818371653556824,0.018101279106221068,0.014406951144337654,0.5564344897920593,0.6574347019195557,1.1877305540256202
62,107.86536860466003,-0.02238265797495842,-0.017899800091981888,0.7704726209098327,0.26883437981932223,0.49759850774840086,0.24577231548791725,0.15447178869657543,0.04612412967015894,0.06836628553840406,0.001451814387994698,0.03749374745538561,3.468250928472464,3.2943934982473615,2.356624126434326,58.85047478270109,141.3922357406999,-0.1313590780389648,1.97664410863456,0.2129274606704712,37.12618526622903,0.018425416933258155,0.013049833933468681,0.014769119210541248,0.0023851834213678576,0.004370273125033785,0.47417082150081574,0.6754303747558337,0.5912990570068359,8.169219547775347,3.5188737609454264,2.2910685539245605,-0.005177588727159451,0.27497273683547974,0.018130997471763725,0.014326686970889568,0.5567771313313931,0.6614553928375244,1.1856966228224337
63,107.8980541229248,-0.02262280322611332,-0.018101587891578674,0.7669644319281286,0.26827747715805433,0.49462486069334494,0.2452221177844195,0.15352941393504685,0.04611071872011739,0.06807323739627708,0.0014001567130410408,0.03782061821952158,3.4385262111257586,3.2260123778344685,2.3242673873901367,57.65433230893965,137.09073331348014,-0.133377872836755,2.0972644744929614,0.20887935161590576,37.053245805981035,0.018384230293458863,0.013027107320144971,0.01479448564350605,0.0023936475693588405,0.004378500792854044,0.4697664982641291,0.7971925988545483,0.5865638256072998,7.585703865791393,3.4834892974662397,2.258904457092285,0.004640196553987799,0.2836915850639343,0.018100091549319932,0.014455350115895271,0.556164773426988,0.6568373441696167,1.1695309365168214
64,107.8763313293457,-0.022870361804962158,-0.018249236047267914,0.7638653117088118,0.2671277241960559,0.4926864980087336,0.24432391918782936,0.1529666678898536,0.04560760945168598,0.06757298918337759,0.0013684655036846941,0.03777397474485827,3.50375395039413,3.3630874873806245,2.368835926055908,60.87278830698595,148.20611320391498,-0.16370053864325337,2.0967302033017683,0.17957442998886108,38.439095550692926,0.01837991583561844,0.01300075046321894,0.014651318080723286,0.0024201273377251276,0.004379283798252092,0.46272366830330536,0.7742583317712042,0.5847908854484558,8.023340627279358,3.474670380419141,2.2339630126953125,0.002919319378555821,0.27490735054016113,0.01791131074234971,0.014217756688594818,0.5542673239040166,0.6531378030776978,1.1917436220683157
65,107.89817237854004,-0.023058775812387466,-0.01843060553073883,0.762720292754493,0.2664929006259573,0.4921796507807584,0.24360246682653622,0.15280023247611765,0.045780869233408406,0.06755790465209992,0.0014856791732350922,0.03750607406899724,3.507702961194524,3.3485332270897517,2.3958427906036377,60.317629069992,143.8076180514984,-0.1387336118911671,1.9716374589717738,0.19988977909088135,37.490882567469,0.018440116892263422,0.013021206115888181,0.014668669551610947,0.0024176404548897114,0.004394350955637083,0.4617513090828576,0.7975255964716765,0.5899239778518677,7.87746170678337,3.498247140199272,2.2839863300323486,0.003776306005223314,0.27037495374679565,0.01801305897891376,0.014254439622163773,0.5533540961865872,0.6541547179222107,1.2052557300776243
66,107.83882570266724,-0.023294372484087944,-0.018635479733347893,0.7610097741246571,0.26605416382540764,0.4908652139648404,0.24312850911137662,0.1524052666418754,0.0458513089393214,0.06729882854001688,0.0014232029258470892,0.03805759131539146,3.4688679986326996,3.2697216039306913,2.3521487712860107,58.86456160222871,139.68684739556338,-0.15266070041579977,2.223836314202743,0.1917576789855957,37.70970094821298,0.01847954910021971,0.01306839628334647,0.014832776039838791,0.0024158106641891043,0.004397626588661847,0.4481113229156149,1.040793501333949,0.5853378772735596,8.60685630926331,3.4845005266645543,2.259415626525879,0.002917523761459896,0.27147555351257324,0.018048957970898862,0.014339618384838104,0.552693256316265,0.6574904918670654,1.1834907736629248
67,107.85038805007935,-0.023505613207817078,-0.018789326772093773,0.7544760307834726,0.2642218784670788,0.4861057032301544,0.24156877276848773,0.15077432451373288,0.045306212613603465,0.06756545833526478,0.0013942480130981676,0.03869598535902299,3.435476390812016,3.210020020803579,2.346008777618408,57.12033499361584,135.4929778035136,-0.14043573077624075,2.1331145982430155,0.2060946822166443,37.27206418672502,0.018264066039088346,0.012948703589815895,0.014641497284173965,0.002405500564287135,0.004406987681660849,0.46093666753483725,0.7610221743881866,0.588342010974884,8.533916849015318,3.492630979979586,2.27339506149292,-0.0011535541668675573,0.27806228399276733,0.0178753520476032,0.01416021678596735,0.5524275263759187,0.6582732796669006,1.180325137451291
68,107.8911874294281,-0.02368316985666752,-0.018951017409563065,0.7535476931330066,0.26364619200153183,0.48575202577663235,0.2408249861297385,0.15070893476464658,0.045642410929018835,0.0672504410701573,0.0014151962745760172,0.03866436155431472,3.402936714092021,3.187247124163943,2.33941650390625,57.064068458180934,135.33354093445038,-0.1162156768300775,2.0757934242254072,0.21129655838012695,35.886214442013134,0.0184404704929771,0.01301981609303906,0.014795380644500256,0.002414115211841631,0.004418813796840022,0.46060335749174713,0.7522399953725216,0.5850308537483215,8.315098468271334,3.4468822134325836,2.2481400966644287,0.015226313791337629,0.2825630307197571,0.01803493253296726,0.014246989041566849,0.5531515070854705,0.6550600528717041,1.1771059422753751
69,107.82568311691284,-0.02386290580034256,-0.019077308475971222,0.751257871226041,0.2633873139543367,0.4838103991729525,0.24062999622467307,0.15012091630662497,0.045514635307274474,0.06689530086999558,0.0013722813511449759,0.03785699364015121,3.460508427421687,3.267491134935615,2.35508394241333,58.951729244619806,139.69151820988375,-0.13490523716379133,1.9810018916163308,0.2031002640724182,37.27206418672502,0.018426949078875054,0.013089673188927347,0.01488422229886055,0.002413755134065575,0.00439284932346498,0.45172379018615233,0.8505063322129195,0.5859020352363586,9.117432530999272,3.466410886145786,2.2428460121154785,0.010951675175750977,0.28857284784317017,0.017954005465287793,0.01418469287455082,0.5517449640688629,0.6581981182098389,1.1849840823560953
70,107.81413292884827,-0.024055447429418564,-0.01920097880065441,0.7487563152007389,0.2626110135900731,0.4820287952270174,0.2399165581249287,0.1495036718275387,0.045388909977244395,0.06703555994496053,0.0013581302916830047,0.03844877824990986,3.46710948373261,3.2510999278571755,2.3757271766662598,58.66279706600741,137.63470960448694,-0.15694603604352186,2.205422185706459,0.18003028631210327,38.00145878920496,0.01845493176040891,0.013084460863848627,0.014920060522854328,0.0024209925062934003,0.0043815486728651315,0.4507936319237117,0.8884458846511004,0.5884693264961243,8.460977388767322,3.478827903543094,2.2466952800750732,0.006564457385232203,0.28409600257873535,0.017987175030891263,0.0141194062307477,0.5523760684818182,0.6583039164543152,1.195323618594557
71,107.84869170188904,-0.024225933477282524,-0.019337544217705727,0.744307443282347,0.2611703534689311,0.4789901287145587,0.23870415794432337,0.1485272142004341,0.0449323900880254,0.06681697235684353,0.0014002788056185712,0.03866906818979944,3.502660042293136,3.3136074539816325,2.384665012359619,59.95055759124822,141.86378474766488,-0.16063157643478862,2.1608082645347775,0.1908658742904663,37.563822027716995,0.018421649668952635,0.013047134949917202,0.014787510968744755,0.002416607283282627,0.004411816199467249,0.4566231866460226,0.8603525698652214,0.5888558030128479,8.60685630926331,3.5081101658405567,2.2737526893615723,-0.004874253255620131,0.278772234916687,0.018012374369616068,0.014167167246341705,0.552752859917633,0.6570696830749512,1.199726261664182
72,107.82622861862183,-0.02439749240875244,-0.019422516226768494,0.7441721348303748,0.26072135928247137,0.4792805867535727,0.2384108200278296,0.14860971636918127,0.04462107846312464,0.0669028777520528,0.0015589159744118428,0.03858403102345439,3.43236767088167,3.228127487888364,2.3470423221588135,58.08865397243083,138.28357485939205,-0.1343919017469683,2.0781327619683823,0.2119147777557373,36.2509117432531,0.018315713315995658,0.012993838354003754,0.014780012890696526,0.0024137432795238952,0.004419815120145246,0.45832283009063757,0.7752473403134137,0.5872989296913147,8.825674690007295,3.4629070315262767,2.247812271118164,0.007658435731452369,0.28429245948791504,0.017905954556267256,0.014123491942882538,0.5521911052262843,0.6563637256622314,1.180911167524755
73,107.82892560958862,-0.024551711976528168,-0.01954668015241623,0.7399671487836031,0.26015184797976526,0.47566717367825634,0.2378629007683551,0.14746425824332168,0.044577893420901835,0.06654879669102218,0.0012647502856872948,0.038951793001318465,3.4583934613881886,3.2811068292497976,2.334197998046875,58.844198631379484,140.02532695308835,-0.13785522993596952,2.000061041326517,0.21481263637542725,36.46973012399709,0.01843595308557195,0.012978101386224487,0.01482038851827383,0.002391553202429724,0.004321753593208332,0.4464103727771973,0.8929247709976696,0.5886130332946777,9.62800875273523,3.4788860311197767,2.2541704177856445,0.005688609388255447,0.2787141799926758,0.01795241798987146,0.014238068833947182,0.5535643240294258,0.6614267826080322,1.1745091932825744
74,107.85663080215454,-0.024709004908800125,-0.019662808626890182,0.7389071877426726,0.2590007914919895,0.4757106192953037,0.23655367440628242,0.14746809605259242,0.044894232145855445,0.06661266212843076,0.0013196722971002414,0.039318420305174746,3.40954809544036,3.246908616597577,2.320096731185913,57.62278386773875,138.05128466062894,-0.09802496715847547,1.939209717405097,0.2373068928718567,35.22975929978118,0.01833880637960208,0.013015471876375705,0.01481833215802908,0.0023998158283762396,0.004356453077974357,0.45609055171475454,0.7981535092597049,0.5885419845581055,9.482129832239242,3.4794766774997496,2.2692108154296875,0.006255050456758662,0.2795151472091675,0.017956147107397926,0.014191767200827599,0.5508650356100737,0.6554508209228516,1.167457531671971
75,107.83631420135498,-0.02483435720205307,-0.019781071692705154,0.7381608494864261,0.2595608396015779,0.4745042087732877,0.23715568666207895,0.14713367715521386,0.04481030594416332,0.0662063549356888,0.0013320750223528711,0.0382938448247383,3.417967754578521,3.2211246660072494,2.318854808807373,57.44009454015243,136.25268756190079,-0.12247435977909359,1.9532922092805032,0.2191517949104309,36.32385120350109,0.018345153782498718,0.012955086846973034,0.01477853488177061,0.002404584705886756,0.004366215135389328,0.44643848795337804,0.9213083112686423,0.5901491641998291,9.263311451495259,3.461657062781544,2.2432713508605957,0.00883855739707585,0.287225604057312,0.017886684728196375,0.014159813523292542,0.5506654959538834,0.6600823998451233,1.1668166718445718
