epoch,seed,epoch_time_s,peak_vram_mb,alpha_e,alpha_p,train_loss,train_loss_edos,train_loss_phdos,train_loss_tv,train_loss_grad,train_loss_shape_e,train_loss_shape_p,train_loss_scale_e,train_loss_scale_p,train_loss_eta,train_loss_gap,train_loss_sum,mae_edos_mean,mae_edos_std,mae_edos_median,mse_edos_mean,mse_edos_std,r2_edos_mean,r2_edos_std,r2_edos_median,fail_rate_edos,mae_phdos_mean,mae_phdos_std,mae_phdos_median,mse_phdos_mean,mse_phdos_std,r2_phdos_mean,r2_phdos_std,r2_phdos_median,fail_rate_phdos,balanced_score
1,42,200.94208097457886,6693.05908203125,0.0,0.0,1.1549228931728162,0.5586727983073184,0.5847466055190924,0.0,0.0,0.0,0.0,0.0,0.0,0.011503491183752906,0.0,0.0,2.591543893148197,2.6943415890680926,1.7806435823440552,34.874773270513934,119.16032700118525,0.25154673509362924,0.27167090038847563,0.27606767416000366,10.496568429551877,0.01600393605644848,0.0189759985748414,0.010321663692593575,0.0020026104714185038,0.008588250878272748,0.5784997279286914,0.25396400669004193,0.6240254640579224,2.7048849414614455,0.8954826230183244
2,42,198.7168037891388,6693.93408203125,0.0,0.0,0.9327364433705332,0.46468660102316445,0.4578563637520518,0.0,0.0,0.0,0.0,0.0,0.0,0.010193478701520337,0.0,0.0,2.4424472610019885,2.5717946996637515,1.6498851776123047,31.75822597467271,103.88550884789352,0.30726148187512586,0.29252866265046595,0.339796781539917,7.42834073475979,0.015506360944396025,0.018991212917171398,0.010047943331301212,0.002028528954972014,0.00965407837056917,0.58879303576054,0.2566973001557457,0.6397879123687744,2.5030278562777553,0.829966560471803
3,42,198.8264343738556,6695.12158203125,0.0,0.0,0.8610364224351764,0.42516927684893446,0.4258240641969623,0.0,0.0,0.0,0.0,0.0,0.0,0.010043081121450139,0.0,0.0,2.3342188981240994,2.497375596135038,1.541467547416687,31.506056092632125,116.1928922138903,0.3082922422746328,0.38995150851752475,0.35833168029785156,9.568025837706903,0.014889222408582254,0.018603040162910763,0.009608443826436996,0.0019183032404872834,0.010162814088709499,0.6071430370361997,0.25278845695622715,0.6565476655960083,2.1800565199838515,0.775537995621562
4,42,198.85522365570068,6693.74658203125,0.0,0.0,0.8113511098248727,0.39922248556663353,0.40222024770254533,0.0,0.0,0.0,0.0,0.0,0.0,0.009908375550010218,0.0,0.0,2.298193077045821,2.452901833694376,1.524442195892334,29.74941103486457,101.98000820536923,0.3579190701643305,0.28377711960246604,0.38984328508377075,5.288655631812677,0.014921528596364655,0.017806171790166817,0.009503059089183807,0.0017987195426361032,0.007125696460002428,0.6159553802874861,0.2291492482015363,0.6630765199661255,1.5744852644327816,0.7669726274907589
5,42,198.8697690963745,6694.24658203125,0.0,0.0,0.7801064761441671,0.384954367955906,0.3854008610263776,0.0,0.0,0.0,0.0,0.0,0.0,0.009751247535916446,0.0,0.0,2.246825126049755,2.42159712601865,1.4814032316207886,29.08979558055415,100.6890307149165,0.35857201137511924,0.33107310307779186,0.39346516132354736,5.974969721437223,0.014350743783464175,0.017641491307047143,0.009220169857144356,0.0017851797701291,0.00780175607822519,0.6192135785104385,0.2625248552976955,0.6702814102172852,2.624142107387969,0.7453117007389665
6,42,198.8044490814209,6694.18408203125,0.0,0.0,0.7512361688667127,0.3712765713722892,0.3703044417182034,0.0,0.0,0.0,0.0,0.0,0.0,0.009655153985382942,0.0,0.0,2.214386105117812,2.390791258033231,1.460465669631958,28.462758298229755,97.10589815795973,0.3703092327510632,0.3680132518855024,0.4144163727760315,5.974969721437223,0.014254277397553802,0.01790664076097155,0.009046798571944237,0.0018615006975084432,0.010055552982546186,0.6216780531776976,0.2696194296273365,0.6747194528579712,2.5030278562777553,0.7347562341019511
7,42,198.9688458442688,6694.43408203125,0.0,0.0,0.7081384578485048,0.35241741170153096,0.34627951294231263,0.0,0.0,0.0,0.0,0.0,0.0,0.009441532132461255,0.0,0.0,2.201359030545107,2.382896333931578,1.4369714260101318,28.54756024553851,99.90523798294512,0.38169589011862626,0.359657311460185,0.4230251908302307,4.844570044408559,0.014000811564089744,0.017229520572532686,0.008848677389323711,0.0017659328926475707,0.007865086639060031,0.6319139886393295,0.26593750215886247,0.6911041736602783,2.1800565199838515,0.7229100516997278
8,42,198.8654134273529,6692.24658203125,0.0,0.0,0.6559628407445631,0.3313164441256622,0.3154495426437311,0.0,0.0,0.0,0.0,0.0,0.0,0.00919685327273235,0.0,0.0,2.1439246156831566,2.3322511403952393,1.4084994792938232,27.85216298010752,97.47883088924488,0.39157342131117634,0.37590673888427456,0.4439164996147156,5.692369802180056,0.013584109009536818,0.016753991535308405,0.00860652793198824,0.0016503667604131646,0.007113155277150086,0.6449759650191906,0.3079524072308508,0.7065249085426331,1.8167137666532096,0.7085530036129057
9,42,198.70341563224792,6693.93408203125,0.0,0.0,0.6018862484269545,0.3092047137696967,0.28370737399686086,0.0,0.0,0.0,0.0,0.0,0.0,0.00897416007609227,0.0,0.0,2.1047592258361325,2.325306061151124,1.3808801174163818,27.07342211788861,98.89751663998945,0.4035720014264134,0.4312594691390885,0.4563775658607483,5.2079127977392,0.013256522581753158,0.016766410001208962,0.008334093727171421,0.0016036136519910638,0.008072094463912454,0.6603884707548274,0.26733073196414703,0.7203328609466553,1.8974566007266855,0.6946071055717766
10,42,198.75632643699646,6693.18408203125,0.0,0.0,0.5572570290481835,0.2933151221208785,0.25514218655594606,0.0,0.0,0.0,0.0,0.0,0.0,0.008799720457463528,0.0,0.0,2.0856620084613167,2.304641498956007,1.3534865379333496,27.085088149701537,99.89467679752333,0.4079991623332147,0.3981288277541308,0.4591487646102905,5.369398465886153,0.01306509353785573,0.01645919432904301,0.008295947685837746,0.001568286941479237,0.007113549863079716,0.6570189265315457,0.3697033272112847,0.7294219136238098,2.058942268873637,0.6808912428095937
